"","reference_no","pubyr","author1last","author2last","reftitle","doi","publication_type","complete_aff","grid_code","samp_country","aff_country1","aff_country2","aff_country3","aff_country4","aff_country5","aff_country6","aff_country7","aff_country8","aff_country9","aff_country10","aff_country11","aff_country12","aff_country13","aff_country14","aff_country15","aff_country16"
"15867","3393",1999,"Tedrow","Robison","","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"15869","6629",1999,"Teller","Boucot","Polish Ludlow-Lower Devonian communities","","book/book chapter",NA,"","Poland","Unknown","","","","","","","","","","","","","","",""
"15870","47659",1999,"Thies","Herzog","New information on Dapedium Leach 1822 (Actinopterygii, Semionotiformes)","","book chapter",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"15871","6632",1999,"Thomas","Lane","Trilobite assemblages of the North Atlantic Region","","book/book chapter",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"15872","6632",1999,"Thomas","Lane","Trilobite assemblages of the North Atlantic Region","","book/book chapter",NA,"","Greenland","Unknown","","","","","","","","","","","","","","",""
"15873","6632",1999,"Thomas","Lane","Trilobite assemblages of the North Atlantic Region","","book/book chapter",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"15874","15017",1999,"Thomas","Bone","Fossil whale bones in the Middle Miocene Glenforslan Formation, Morgan","","journal article",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"15875","52916",1999,"Thomas","Roger","Oligocene-Miocene terrestrial vertebrates in the southern Arabian peninsula (Sultanate of Oman) and their geodynamic and palaeogeographic settings","","book chapter",NA,"","Oman","Unknown","","","","","","","","","","","","","","",""
"15878","6557",1999,"Tiffney","","Early Eocene Vertebrates and Plants from the Fisher/Sullivan site (Nanjemoy Formation) Stafford County, Virginia. Edited by R. E. Weems & JG. J. Grimsley","","serial monograph",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"15886","10154",1999,"Turnsek","Buser","Stylophyllopsis veneta (Airaghi), a Liassic coral from the northern Dinaric Carbonate Platform (Slovenia)","","journal article",NA,"","Slovenia","Unknown","","","","","","","","","","","","","","",""
"15898","6304",1999,"Vai","","Wenlockian to Emsian communities of the Carnic Alps (Austria and Italy)","","book/book chapter",NA,"","Austria","Unknown","","","","","","","","","","","","","","",""
"15899","6304",1999,"Vai","","Wenlockian to Emsian communities of the Carnic Alps (Austria and Italy)","","book/book chapter",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"15910","6945",1999,"Vladimirskaya","Kulkov","Silurian brachiopod communities of Tuva","","book/book chapter","","","Russia","Unknown","","","","","","","","","","","","","","",""
"15911","60559",1999,"Vokac","","On some species of the genus Trochurus Beyrich, 1845 (Trilobita, Lichidae) from the Wenlockian in the Prague Basin (Czech Republic)","","journal article",NA,"","Czechia","Unknown","","","","","","","","","","","","","","",""
"15921","43899",1999,"WÃƒÂ¼rdig","Pinto","South American Paleozoic Faunulae and two new Insects. Chronological, Paleogeographical and Systematic Interpretation","","journal article",NA,"","Argentina","Unknown","","","","","","","","","","","","","","",""
"15922","43899",1999,"WÃƒÂ¼rdig","Pinto","South American Paleozoic Faunulae and two new Insects. Chronological, Paleogeographical and Systematic Interpretation","","journal article",NA,"","Brazil","Unknown","","","","","","","","","","","","","","",""
"15927","11869",1999,"Wallace","","","","book/book chapter",NA,"","Niue","Unknown","","","","","","","","","","","","","","",""
"15928","3545",1999,"Walsh","Gutzler","A new Mio-Pliocene marine bone-bed from north-central Chile","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"15951","5738",1999,"Wrobleski","","A tale of two bonebeds: comparisons of an upper Triassic and upper Cretaceous assemblage","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"15966","55273",1999,"Zetter","Hofmann","A rich Middle Eocene microflora at Arroyo de los Mineros, near CaÃƒÂ±adÃƒÂ³n Beta, NE Tierra del Fuego Province, Argentina","","journal article",NA,"","Argentina","Unknown","","","","","","","","","","","","","","",""
"15979","9529",1998,"Ahmad","","Taxonomy and palaeoecology of the benthic macroinvertebrate fauna from the Middle Jurassic of northwestern Jordan","","Ph.D. thesis",NA,"","Jordan","Unknown","","","","","","","","","","","","","","",""
"15980","9390",1998,"Alberdi","Sanchez-Chillon","The Cullar Baza 1 site","","guidebook",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"15981","9392",1998,"Alberdi","Sanchez-Chillon","The Huelago-Road site","","guidebook",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"15989","51663",1998,"Andersen","","Water striders from the Paleogene of Denmark and review of fossil record and evolution of semi aquatic bugs (Hemiptera Gerromorpha)","","journal article",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"15990","51663",1998,"Andersen","","Water striders from the Paleogene of Denmark and review of fossil record and evolution of semi aquatic bugs (Hemiptera Gerromorpha)","","journal article",NA,"","Denmark","Unknown","","","","","","","","","","","","","","",""
"15991","51663",1998,"Andersen","","Water striders from the Paleogene of Denmark and review of fossil record and evolution of semi aquatic bugs (Hemiptera Gerromorpha)","","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"15992","51663",1998,"Andersen","","Water striders from the Paleogene of Denmark and review of fossil record and evolution of semi aquatic bugs (Hemiptera Gerromorpha)","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"15996","30878",1998,"Aranda-Manteca","Barnes","Jamilcotatus kumiaica, a new genus and species of middle Miocene desmostylian","","abstract",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"15997","30878",1998,"Aranda-Manteca","Barnes","Jamilcotatus kumiaica, a new genus and species of middle Miocene desmostylian","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16003","7539",1998,"Axelrod","","The Oligocene Haynes Creek Flora of Eastern Idaho","","serial monograph",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16006","31023",1998,"BÃƒÂ¡ez","Rage","Pipid frogs from the Upper Cretaceous of In Beceten, Niger","","journal article",NA,"","Niger","Unknown","","","","","","","","","","","","","","",""
"16018","26030",1998,"Bamber","Fedorowski","Biostratigraphy and systematics of Upper Carboniferous cerioid rugose corals, Ellesmere Island, Arctic Canada","","serial monograph",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"16027","6235",1998,"Baskin","","Mustelidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16035","1052",1998,"Becker","McDonald","The Star Valley local fauna (early Hemphillian), southwestern Idaho","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16040","72777",1998,"Berndt","","Das Makrobenthos der Causses (SÃ¼dfrankreich): PalÃ¶kologie einer mittel- bis oberliassischen Mergelfolge","","M.S. thesis",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16041","71811",1998,"Beschin","Busulini","Crostacei eocenici di ""Cava Rossi"" presso Monte di Malo (Vicenza - Italia settentrionale)","","journal article",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16042","71811",1998,"Beschin","Busulini","Crostacei eocenici di ""Cava Rossi"" presso Monte di Malo (Vicenza - Italia settentrionale)","","journal article",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16049","1099",1998,"Bloch","Gingerich","Carpolestes simpsoni, New Species (Mammalia, Proprimates) from the Late Paleocene of the Clark's Fork Basin, Wyoming","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16050","11874",1998,"Bohaska","","Fossil marine mammals of the lower Miocene Pollack Farm Site, Delaware","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16054","5805",1998,"Botosaneanu","Johnson","New caddisflies (Insecta: Trichoptera) from Upper Cretaceous amber of New Jersey, USA","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16056","588",1998,"Brandon","Aitkenhead","Geology of the country around Lancaster","","",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16057","41595",1998,"Brauckmann","GrÃƒÂ¶ning","A new species of Homaloneura [Palaeodictyoptera: Spilapteridae] from the Namurian (Upper Carboniferous) of Hagen-Vorhalle (Germany)","","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"16067","1144",1998,"Bryant","Fremd","Revised biostratigraphy of the nimravidae (Carnivora) from the John Day Basin of Oregon","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16078","64439",1998,"Carlini","","Informe paleontologico","","book chapter",NA,"","Paraguay","Unknown","","","","","","","","","","","","","","",""
"16080","1181",1998,"Carranza-Castaneda","Miller","New vertebrate faunas from the Transmexican Volcanic Belt, central Mexico","","abstract",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"16082","55379",1998,"Carroll","Bossy","Handbuch der Palaoherpetologie / Encyclopedia of Paleoherpetology Teil 1 / Part 1 Lepospondyli: Microsauria, Nectridea, Lysorophia, Adelospondyli, Aistopoda, Acherontiscidae","","book",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16083","55379",1998,"Carroll","Bossy","Handbuch der Palaoherpetologie / Encyclopedia of Paleoherpetology Teil 1 / Part 1 Lepospondyli: Microsauria, Nectridea, Lysorophia, Adelospondyli, Aistopoda, Acherontiscidae","","book",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16088","49904",1998,"Chang","Cheng","Extraordinary fossil records of Cetacea from Pleistocene in Taiwan","","abstract",NA,"","Taiwan","Unknown","","","","","","","","","","","","","","",""
"16091","16959",1998,"Cherns","","Silurian polyplacophoran molluscs from Gotland, Sweden","","journal article",NA,"","Sweden","Unknown","","","","","","","","","","","","","","",""
"16092","16970",1998,"Cherns","","Chelodes and closely related Polyplacophora (Mollusca) from the Silurian of Gotland, Sweden","","journal article",NA,"","Sweden","Unknown","","","","","","","","","","","","","","",""
"16097","20544",1998,"Chlupac","Havlicek","","","book/book chapter",NA,"","Czechia","Unknown","","","","","","","","","","","","","","",""
"16098","15176",1998,"Chure","Evans","A new occurrence of Cteniogenys, with comments on its distribution and abundance","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16106","50422",1998,"Company RodrÃƒÂ­guez","Ruiz-OmeÃƒÂ±aca","An azhdarchid pterosaur (Reptilia, Archosauria) from the Upper Cretaceous of Valencia, Spain","","abstract",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16109","52414",1998,"Coram","Jarzembowski","Insect-bearing horizons in the type Purbeck and new Purbeck/Wealden flies (Diptera)","","journal article",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16111","54128",1998,"Coulson","","","","M.S. thesis",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16123","44410",1998,"de Andrade","","First description of fossil Acanthostichus from Dominican amber (Hymenoptera: Formicidae)","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"16124","44524",1998,"de Andrade","","Fossil and extant species of Cylindromyrmex (Hymenoptera: Formicidae)","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"16125","44527",1998,"de Andrade","","First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae)","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"16126","44527",1998,"de Andrade","","First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae)","","journal article",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"16129","25040",1998,"de Bruijn","","Vertebrates from the Early Miocene lignite deposits of the opencast mine Oberdorf (Western Styrian Basin, Austria): 6. Rodentia 1 (Mammalia)","","journal article",NA,"","Austria","Unknown","","","","","","","","","","","","","","",""
"16132","460",1998,"Dixon","Donovan","Oligocene echinoids of Jamaica","","",NA,"","Jamaica","Unknown","","","","","","","","","","","","","","",""
"16134","55556",1998,"Donovan","","A new ammonite genus from the Lower Jurassic (upper Sinemurian) of Dorset, England","","journal article",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16135","36721",1998,"dos Santos","","Dinosaur tracksites in Portugal: the Jurassic-Cretaceous record","","book/book chapter",NA,"","Portugal","Unknown","","","","","","","","","","","","","","",""
"16136","17246",1998,"Drehmer","Ribeiro","A temporal bone of an Otariidae (Mammalia, Pinnipedia), from the late Pleistocene of Rio Grande do Sul State, Brazil","","journal article",NA,"","Brazil","Unknown","","","","","","","","","","","","","","",""
"16145","50466",1998,"Duncan","Briggs","Three-dimensionally mineralized insects and millipedes from the Tertiary of Riversleigh, Queensland, Australia","","journal article",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"16154","1446",1998,"Emry","Eshelman","The early Hemingfordian (early Miocene) Pollack Farm local fauna; first Tertiary land mammals described from Delaware","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16158","15188",1998,"Engelmann","Callison","Mammalian faunas of the Morrison Formation","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16159","39154",1998,"Ensom","Sigogneau-Russell","New dryolestoid mammals from the basal Cretaceous Purbeck Limestone Group of southern England","","journal article",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16177","15177",1998,"Fiorillo","","Bone modification features on sauropod remains (Dinosauria) from the Freezeout Hills Quarry N (Morrison Formation) of southeastern Wyoming and their contribution to fine-scale paleoenvironmental interpretation","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16182","1505",1998,"Foss","Fremd","A Survey Of The Species Of Entelodonts (Mammalia, Artiodactyla) Of The John Day Basin, Oregon","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16192","53000",1998,"Fyles","McNeil","Geology of Hvitland beds (Late Pliocene), White Point Lowland, Ellesmere Island, Northwest Territories","","serial monograph",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"16199","12982",1998,"Galton","","Saurischian dinosaurs from the Upper Triassic of England: Camelotia (Prosauropoda, Melanorosauridae) and Avalonianus (Theropoda, ?Carnosauria)","","journal article",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16205","44399",1998,"Garcia","","Les coquilles d'oeufs de dinosaures du CrÃƒÂ©tacÃƒÂ© supÃƒÂ©rieur du Sud de la France: DiversitÃƒÂ©, palÃƒÂ©obiologie, biochronologie et palÃƒÂ©oenvironnements","","Ph.D. thesis",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16208","34003",1998,"Gavrilova","","Rannetriasovye klarayi (Bivalvia) Vostochnogo Predkavkaz'ya I Mangyshlaka","","journal article",NA,"","Kazakhstan","Unknown","","","","","","","","","","","","","","",""
"16209","34003",1998,"Gavrilova","","Rannetriasovye klarayi (Bivalvia) Vostochnogo Predkavkaz'ya I Mangyshlaka","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16210","34003",1998,"Gavrilova","","Rannetriasovye klarayi (Bivalvia) Vostochnogo Predkavkaz'ya I Mangyshlaka","","journal article",NA,"","Turkmenistan","Unknown","","","","","","","","","","","","","","",""
"16217","10471",1998,"Godefroit","Dong","New Bactrosaurus (Dinosauria: Hadrosauroidea) material from Iren Dabasu (Inner Mongolia, P. R. China)","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"16224","46307",1998,"Goy","Marquez-Aliaga","Bivalvos del Traisico Superior en la Formacion Imon (Cordillera Iberica, Espana)","","journal article",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16225","35663",1998,"Grady","Hubbard","New Finds of Pleistocene Tapirs from Tennessee, Virginia, and North Carolina","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16236","1735",1998,"Gunnell","","Creotonda","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16237","1737",1998,"Gunnell","","Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16255","1814",1998,"Hearst","","Depositional environments of the Birch Creek Local Fauna (Pliocene: Blancan), Owyhee County, Idaho","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16263","24579",1998,"Heizmann","Morlo","Die semisquatische Lartetictis dubia (Mustelinae, Carnivora, Mammala) vom Goldberg/Ries (Baden-WÃƒÂ¼rttemberg)","","journal article",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16264","24579",1998,"Heizmann","Morlo","Die semisquatische Lartetictis dubia (Mustelinae, Carnivora, Mammala) vom Goldberg/Ries (Baden-WÃƒÂ¼rttemberg)","","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"16269","1924",1998,"Hoganson","Murphy","Chadron, Brule, and Arikaree Formations, North Dakota","","book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16272","14760",1998,"Holman","","Reptiles of the Lower Miocene (Hemmingfordian) Pollack Farm Fossil Site, Delaware.","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16273","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Austria","Unknown","","","","","","","","","","","","","","",""
"16274","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Croatia","Unknown","","","","","","","","","","","","","","",""
"16275","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Czechia","Unknown","","","","","","","","","","","","","","",""
"16276","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16277","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"16278","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Greece","Unknown","","","","","","","","","","","","","","",""
"16279","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Hungary","Unknown","","","","","","","","","","","","","","",""
"16280","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Ireland","Unknown","","","","","","","","","","","","","","",""
"16281","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16282","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Malta","Unknown","","","","","","","","","","","","","","",""
"16283","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Netherlands","Unknown","","","","","","","","","","","","","","",""
"16284","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Poland","Unknown","","","","","","","","","","","","","","",""
"16285","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16286","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"16287","66368",1998,"Holman","","Pleistocene Amphibians and Reptiles in Britain and Europe","","book",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16288","6119",1998,"Holzapfel","","PalÃƒÂ¶kologie benthischer Faunengemeinschaften und Taxonomie der Bivalven im Jura von SÃƒÂ¼dtunesien","","",NA,"","Tunisia","Unknown","","","","","","","","","","","","","","",""
"16289","1935",1998,"Honey","Harrison","Camelidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16291","74",1998,"Howarth","Morris","The Jurassic and Lower Cretaceous of Wadi Hajar, southern Yemen","","journal article",NA,"","Yemen","Unknown","","","","","","","","","","","","","","",""
"16297","55189",1998,"Hunt","","Ursidae","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16298","1976",1998,"Hunt, Jr.","","Ursidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16301","1986",1998,"Hurt","Martin","The rick forrester and aries rodent faunas (Early Pleistocene), Meade County, Kansas","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16302","7617",1998,"Hutchison","Storer","Turtles from the middle Eocene (Uintan) of Saskatchewan, Canada","","journal article",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"16305","27407",1998,"Ilyina","","Stratigrafiya Permi i Kompleksi Rugoz Yugo-Vostochnogo Pamira","","journal article",NA,"","Tajikistan","Unknown","","","","","","","","","","","","","","",""
"16308","2008",1998,"Jacobs","Winkler","Mammals, archosaurs, and the Early to Late Cretaceous terrestrial transition in north-central Texas","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16309","43444",1998,"Jagt","Dortangs","Dinosaur remains in the type Maastrichtian: an update","","abstract",NA,"","Belgium","Unknown","","","","","","","","","","","","","","",""
"16310","43444",1998,"Jagt","Dortangs","Dinosaur remains in the type Maastrichtian: an update","","abstract",NA,"","Netherlands","Unknown","","","","","","","","","","","","","","",""
"16311","2014",1998,"Janis","Manning","Dromomerycidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16315","2031",1998,"Jimenez-Hidalgo","","First record of Synthetoceras (Tylopoda, Protoceratidae) from Oaxaca, southeastern Mexico","","abstract",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"16319","27343",1998,"Kalashnikov","","","","book/book chapter",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16320","34058",1998,"Kanie","Hasegawa","Vampyromorph: past and present - Cretaceous Vampyromorph (Coleoidea: Cephalopoda) as the diet of plesiosaurs","","journal article",NA,"","Japan","Unknown","","","","","","","","","","","","","","",""
"16328","31043",1998,"King","","A review of cyclostomiceratid nautiloids, including new taxa from the Lower Ordovician of Ãƒâ€“land, Sweden","","journal article",NA,"","Sweden","Unknown","","","","","","","","","","","","","","",""
"16333","51687",1998,"Kistner","","New species of termitophilous Trichopseniinae (Coleoptera: Staphylinidae) found with Mastotermes darwiniensis in Australia and in Dominican amber","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"16334","34670",1998,"Klets","","New stratigraphically significant brachiopods from the late Paleozoic of southwestern Verkhoyan'ye","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16335","48587",1998,"Klimaszewski","","Further data concerning Dominican amber jumping plant lice (Homoptera, Psylloidea)","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"16341","63253",1998,"Kool","Van Klaveren","Dinosaur Dreaming 1998 annual report","","serial monograph",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"16348","28038",1998,"Kraus","","The cranium of Piscogavialis jugalipeforatus n. nen., n. sp. (Gavialidae, Crocodylia) from the Miocene of Peru","","journal article",NA,"","Peru","Unknown","","","","","","","","","","","","","","",""
"16349","42343",1998,"Krebs","","Drescheratherium acutum gen. et sp. nov., ein neuer Eupantotherier (Mammalia) aus dem Oberen Jura von Portugal","","journal article",NA,"","Portugal","Unknown","","","","","","","","","","","","","","",""
"16351","6312",1998,"Kron","Manning","Anthracotheriidae","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16352","51586",1998,"Krzemiski","","Limonia (Limonia) skalskii sp. n. from Baltic amber (Diptera: Limoniidae)","","journal article",NA,"","Poland","Unknown","","","","","","","","","","","","","","",""
"16356","34671",1998,"Kurushin","","New taxa of pelagic and benthic bivalves from the Triassic of northeastern Russia","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16359","24911",1998,"LÃƒÂ¶ser","","Die Korallen der sÃƒÂ¤chsischen Oberkreide - eine Zwischenbilanz und Bemerkungen zu Korallenfaunen des Cenomans [Upper Cretaceous corals from Saxony (Germany) - interim results and notes on Cenomanian coral faunas]","","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"16362","6232",1998,"Lambert","Shoshani","Proboscidea","","book/book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16365","36728",1998,"Le Loeuff","","Les dinosaures du CrÃƒÂ©tacÃƒÂ© supÃƒÂ©rieur de l'ÃƒÅ½le IbÃƒÂ©ro-Armoricaine [The dinosaurs of the Upper Cretaceous of the Ibero-Armorican Island]","","book/book chapter",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16366","36728",1998,"Le Loeuff","","Les dinosaures du CrÃƒÂ©tacÃƒÂ© supÃƒÂ©rieur de l'ÃƒÅ½le IbÃƒÂ©ro-Armoricaine [The dinosaurs of the Upper Cretaceous of the Ibero-Armorican Island]","","book/book chapter",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16368","43372",1998,"Lee","Brunton","Terebratula MÃƒÂ¼ller, 1776 (Brachiopoda): proposed designation of Anomia terebratula Linnaeus, 1758 as the type species","10.5962/bhl.part.192","journal article",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"16369","37699",1998,"Lefebvre","Nel","The First 'Cicada-like Homoptera' from the Triassic of the Vosges, France","","journal article",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"16375","14092",1998,"Lockley","Matsukawa","Lower Cretaceous vertebrate tracksites of East Asia","","book/book chapter",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"16382","52798",1998,"Lonne","Fuglei","Melting out of a bowhead whale carcass from the lateral moraine of the Jemelianovbreen at Svalbard","","journal article",NA,"","Svalbard & Jan Mayen","Unknown","","","","","","","","","","","","","","",""
"16388","18566",1998,"Lucas","Kordikova","Oligocene stratigraphy, sequence stratigraphy, and mammalian biochronology north of the Aral Sea, Western Kazakstan","","journal article",NA,"","Kazakhstan","Unknown","","","","","","","","","","","","","","",""
"16389","30998",1998,"Lucas","Heckert","Aetosaurus (Archosauromorpha) from the Upper Triassic of the Newark Supergroup, eastern United States, and its biochronological significance","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16390","44667",1998,"Lucas","Anderson","Corals from the Upper Cretaceous of south-central New Mexico","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16399","28324",1998,"Maas","Thewissen","Hypsamasia seni (Mammalia: Embrithopoda) and other mammals from the Eocene Kartal Formation of Turkey","","journal article",NA,"","Turkey","Unknown","","","","","","","","","","","","","","",""
"16404","51154",1998,"Makarkin","","New Tertiary Neuroptera (Insecta) from the Russian far east","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"16411","9970",1998,"Marintsch","","Systematic paleontology, biostratigraphy, and paleoecology of Middle Ordovician Bryozoa (Trepostomata) from the Hermitage Formation of east-central Tennessee","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16414","2415",1998,"Martin","","Two new sciurids, Eutamias malloryi and Parapaenemarmota (Rodentia), from the late Miocene (Hemphillian) of northern Oregon","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16415","15169",1998,"Martin","Foster","First Jurassic mammals from the Black Hills, northeastern Wyoming","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"16416","9391",1998,"Martin-Suarez","","The Pliocene Moreda Karstic complex","","guidebook",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16417","9388",1998,"Martinez-Navarro","Turq","The Pliocene-Pleistocene section of the Fuente Nueva (Orce, Guadix-Baza Basin, Prov. of Granada, Spain) and the Fuente Nueva 3 site","","guidebook",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16418","9389",1998,"Martinez-Navarro","Palmqvist","The palaeontological site at Venta Micena (Orce, Guadix-Baza Basin, Province of Granade, Spain)","","guidebook",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"16427","18573",1998,"Masse","Arias","Lower Cretaceous Rudist faunas of Southeast Spain: an overview","10.1016/S0016-6995(98)80077-6","journal article","","","Spain","Unknown","","","","","","","","","","","","","","",""
