reference_no,record_type,ref_type,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,publisher,pubcity,pubvol,pubno,firstpage,lastpage,publication_type,language,doi
13405,ref,occ,M. R.,Blaker,C.A.,Nelson,J.S. Peel,1996,"Perissopyge, a new trilobite from the Lower Cambrian of Greenland and North America",Journal of the Czech Geological Society,,NA,NA,41,03-Apr,209,216,journal article,,
13163,ref,occ,J.,Frýda,,,,1999,"Secondary shell deposits in a new plectonotid gastropod genus (Bellerophontoidea, Mollusca) from the Early Devonian of Bohemia",Journal of the Czech Geological Society,,NA,NA,44,03-Apr,309,315,journal article,,
13653,ref,occ,S.,Stamberg,,,,1997,"New discoveries of palaeoniscoid fishes and other fauna and flora from the northern region of Boskovice Furrow, Czech Republic",Journal of the Czech Geological Society,,NA,NA,42,01-Feb,111,120,journal article,,
13164,ref,occ,J,Frýda,,,,1999,Further new gastropods from the Early Devonian Boucotonotus - Palaeozygopleura community of the Prague Basin,Journal of the Czech Geological Survey,,NA,NA,44,03-Apr,317,325,journal article,,
10633,ref,occ,T,Kobayashi,,,,1933,Faunal study of the Wanwanian (basal Ordovician) series with special notes on the Ribeiridae and the Ellesmereoceroids,"Journal of the Faculty of Science Imperial University of Tokyo Section II Geology, Mineralogy, Geography, Seismology",,NA,NA,3,7,249,328,journal article,English,
13484,ref,occ,T.,Kobayashi,,,,1955,"The Ordovician fossils from the McKay group in British Columbia, western Canada, with a note on the early Ordovician palaeogeography","Journal of the Faculty of Science, the Imperial University of Tokyo, Section 2",,NA,NA,9,3,355,492,journal article,English,
12812,ref,occ,T.,Danelian,H.,Tsikos,"S. Gardin, F. Baudin, J.-P. Bellier, L. Emmanuel",2004,Global and regional palaeoceanographic changes as recorded in the mid-Cretaceous (Aptian-Albian) sequence of the Ionian zone (NW Greece),Journal of the Geological Society,,NA,NA,161,,703,709,journal article,English,
8086,ref,occ,L.P.,Black,W.R.,Morgan,M.E. White,1972,"Age of a mixed Cardiopteris-Glossopteris flora from Rb-Sr measurements on the Nychum volcanics, North Queensland",Journal of the Geological Society of Australia,,NA,NA,19,,189,196,journal article,English,
12967,ref,occ,R. A.,McTavish,J. M.,Dickins,,1974,"The age of the Kockatea Shale (Lower Triassic), Perth Basin-a reassessment",Journal of the Geological Society of Australia,,NA,NA,21,,95,211,journal article,English,
12447,ref,occ,J.,Roberts,,,,1975,Early Carboniferous brachiopod zones of eastern Australia,Journal of the Geological Society of Australia,,NA,NA,22,1,1,31,journal article,English,
10923,ref,occ,D. L.,Strusz,,,,1972,Correlation of the Lower Devonian rocks of Australasia.,Journal of the Geological Society of Australia,,NA,NA,18,4,427,455,journal article,English,
6059,ref,occ,J. T.,Woods,,,,1960,Fossiliferous fluviatile and cave deposits,Journal of the Geological Society of Australia,,NA,NA,7,,393,403,journal article,English,
12371,ref,occ,S. K.,Agrawal,J.N.,Rai,,1978,"On a new species of Prorokia Bohm from the Jurassic of Kutch (Gujarat, India)",Journal of The Geological Society of India,,NA,NA,19,8,373,375,journal article,English,
12404,ref,occ,K.,Ayyasami,,,,1989,Genus Anisomyon (Gastropoda) from the Cretaceous of Southern India,Journal of the Geological Society of India,,NA,NA,33,4,361,364,journal article,English,
12379,ref,occ,K.,Ayyasami,B.R.,Jagannatha Rao,,1980,"Goniomya from the Trichinopoly Group, Upper Cretaceous, Tamil Nadu",Journal of the Geological Society of India,,NA,NA,21,7,354,357,journal article,English,
12396,ref,occ,K.,Ayyasamy,V.,Ganesan,C.V.L. Narasimham,1985,"A new species of the genus Physa from the Deccan infra-trappean beds of Andhra Pradesh, India",Journal of the Geological Society of India,,NA,NA,26,10,744,750,journal article,English,
12406,ref,occ,S. A.,Aziz,R. M.,Badve,,1990,"Occurrence of Hemipneustes Agassiz (Echinoid) from Tiruchirapalli Cretaceous, Tamil Nadu, India",Journal of the Geological Society of India,,NA,NA,36,3,326,330,journal article,English,
12370,ref,occ,R. M.,Badve,,,,1978,"Occurrence of Pycnodonte (Phygraea) in the Navania Limestone, Wadhwan Formation, Saurashtra and its ecological significance",Journal of The Geological Society of India,,NA,NA,19,4,171,173,journal article,English,
11349,ref,occ,A. K.,Dutta,,,,1976,"Occurrence of fossil lion and spotted hyena from Pleistocene deposits of Susunia, Bankura District, West Bengal",Journal of the Geological Society of India,,NA,NA,17,3,386,391,journal article,English,
12390,ref,occ,A. K.,Jaitly,C.S.P.,Singh,,1983,"A new species of Pronoella Fisher (Bivalvia) from the Bathonian (Middle Jurassic) rocks of Kaladongar, Pachchham Island, Kachchh",Journal of the Geological Society of India,,NA,NA,24,9,476,478,journal article,English,
12397,ref,occ,P.,Kalia,P.,Pande,,1987,"Record of Cyclobus walkeri from the base of Member-C Zewan Formation, Kashmir",Journal of the Geological Society of India,,NA,NA,29,2,271,276,journal article,English,
12378,ref,occ,S.,Kanjilal,,,,1980,Notes on two new species of Bivalvia from the Jurassic rocks of Habo Hill in Kutch,Journal of the Geological Society of India,,NA,NA,21,5,249,252,journal article,English,
12424,ref,occ,S.,Kanjilal,M.S.,Srinivasan,,2002,"New Bivalves from the MIocene of Little Andaman Island, Bay of Bengal",Journal of the Geological Society of India,,NA,NA,60,5,527,536,journal article,English,
12420,ref,occ,J.,Krishna,D.B.,Pathak,B. Pandey,1998,Development of Oxfordian (Early Upper Jurassic) in the Most Proximally Exposed Part of the Kachchh Basin at Wagad Outside the Kachchh Mainland,Journal of the Geological Society of India,,NA,NA,52,5,513,522,journal article,English,
12419,ref,occ,A.,Kumar,,,,1998,Record of Well Preserved Trilobites from the Cambrian of Zanskar,Journal of the Geological Society of India,,NA,NA,51,5,671,678,journal article,English,
12422,ref,occ,P.,Kundal,,,,2000,"First Record of Bryozoa from Late Miocene Limestone of Baratang Island, Andaman, India",Journal of the Geological Society of India,,NA,NA,56,4,441,444,journal article,English,
12316,ref,occ,V.D.,Mamgain,B.R.,Jagannatha Rao,,1965,"Orbitolines from the limestone intercalations of Dras Volcanics, Jammu and Kashmir State",Journal of the Geological Society of India,,NA,NA,6,,122,129,journal article,English,
12344,ref,occ,V.D.,Mamgain,M.V.A.,Sastry,J.V. Subbaraman,1973,"Report of Ammonites from Gondwana Plant Beds at Terani, Tiruchirapalli District, Tamil Nadu",Journal of the Geological Society of India,,NA,NA,14,2,198,200,journal article,English,
10153,ref,occ,U. B.,Mathur,S.,Srivastava,,1987,"Dinosaur teeth from Lameta Group (Upper Cretaceous) of Kheda district, Gujarat",Journal of the Geological Society of India,,NA,NA,29,,554,566,journal article,English,
12403,ref,occ,V.K.,Mathur,A.,Joshi,,1989,"Record of Redlichiid Trilobite from the Lower Cambrian Tal Formation, Mussoorie Syncline, Lesser Himalaya, India",Journal of the Geological Society of India,,NA,NA,33,3,268,270,journal article,English,
12414,ref,occ,U.K.,Mishra,K.,Shankar,R.S. Patil,1996,"Biostratigraphy of the Post Kopili Sediments of Garo Hills, Meghalaya",Journal of the Geological Society of India,,NA,NA,48,1,93,100,journal article,English,
12315,ref,occ,K.C.,Mitra,K. R.,Chakraborty,,1965,A biometrical Study of productidae from umaria marine bed,Journal of the Geological Society of India,,NA,NA,6,,81,93,journal article,English,
12383,ref,occ,D.K.,Pandey,C.S.P.,Singh,,1982,On a new species of Macrocephalites Zittel from Jurassic of Kachchh (Gujarat),Journal of The Geological Society of India,,NA,NA,23,12,621,623,journal article,English,
12415,ref,occ,A. K.,Sahni,C. S.,Sudan,,1996,Agnostid Fauna from the Cambrian of Spiti,Journal of the Geological Society of India,,NA,NA,48,6,653,662,journal article,English,
11179,ref,occ,P. P.,Satsangi,U. N.,Changkakoti,,1989,"Fossil Decapod Crustacea from Upper Sylhet (Prang) Limestone of Jaintia Hills, Meghalaya",Journal of the Geological Society of India,,NA,NA,34,,277,281,journal article,English,
12400,ref,occ,S. K.,Shah,S.,Paul,,1987,Oryctocephalid fauna from the Cambrian of Spiti,Journal of the Geological Society of India,,NA,NA,30,3,187,193,journal article,English,
12380,ref,occ,S. K.,Shah,B.K.,Raina,M.L. Razdan,1980,Redlichid Fauna from the Cambrian of Kashmir,Journal of the Geological Society of India,,NA,NA,21,10,511,517,journal article,English,
12382,ref,occ,S. K.,Shah,C. S.,Sudan,,1982,Bolaspidella from the Cambrian of Kashmir and Its Stratigraphic Significance,Journal of The Geological Society of India,,NA,NA,23,5,236,245,journal article,English,
12398,ref,occ,S. K.,Shah,C. S.,Sudan,,1987,Damesellidae from the Cambrian of Kashmir,Journal of the Geological Society of India,,NA,NA,29,5,503,509,journal article,English,
12399,ref,occ,S. K.,Shah,C. S.,Sudan,,1987,Agnostid fauna from the Middle Cambrian of Kashmir,Journal of The Geological Society of India,,NA,NA,30,1,48,60,journal article,English,
12364,ref,occ,C.S.P.,Singh,S.,Kanjilal,,1977,"Habonucula, a new Nuculid (Bivalvia) genus from Jurassic rocks of Kutch (Gujarat), W. India",Journal of the Geological Society of India,,NA,NA,18,4,189,193,journal article,English,
12340,ref,occ,B. S.,Tewari,I.P.,Srivastava,,1967,On Some Fossil Bryozoa From India,Journal of the Geological Society of India,,NA,NA,8,,18,28,journal article,English,
12401,ref,occ,A. V.,Vartak,M. A.,Ghare,,1987,"Genus Worthoceras Adkins from Cretaceous Deposits of Tiruchchirapalli District, Tamil Nadu, India",Journal of the Geological Society of India,,NA,NA,30,4,296,304,journal article,English,
12381,ref,occ,N.M.,Savage,,,,1982,Early Lower Carboniferous Conodonts from the Syringothyris Limestone of Kashmir,Journal of the Geological Society of Inida,,NA,NA,23,3,101,111,,English,
11057,ref,occ,M. G.,Bassett,R. M.,Owens,A.W.A. Rushton,1976,"Lower Cambrian fossils from the Hell's Mouth Grits, St Tudwal's Peninsula, North Wales",Journal of the Geological Society of London,,NA,NA,132,,623,644,journal article,English,
11178,ref,occ,S. R. A.,Kelly,P. A.,Doubleday,"C. H. C. Brunton, J. M. Dickins, G. D. Sevastopulo, P. D. Taylor",2001,First Carboniferous and ?Permian marine macrofaunas from Antarctica and their tectonic implications,Journal of the Geological Society of London,,NA,NA,158,2,219,232,journal article,English,
13031,ref,occ,E.,Buffetaut,J.,Le Loeuff,,1998,A new giant ground bird from the Upper Cretaceous of southern France,"Journal of the Geological Society, London",,NA,NA,155,,1,4,journal article,English,
3981,ref,occ,U.,Fanning,D.,Edwards,,1990,Further evidence for diversity in late Silurian land vegetation,"Journal of the Geological Society, London",,NA,NA,147,,725,728,journal article,English,
12079,ref,occ,R. M.,Feldmann,C. E.,Schweitzer,S. A. Marenssi,2003,"Decapod crustaceans from the Eocene La Meseta Formation, Seymour Island, Antarctica: a model for preservation of decapods","Journal of the Geological Society, London",,NA,NA,160,,151,160,journal article,English,
7683,ref,occ,D. M.,Martill,A. R. I.,Cruickshank,"E. Frey, P. G. Small, M. Clarke",1996,A new crested maniraptoran dinosaur from the Santana Formation (Lower Cretaceous) of Brazil,"Journal of the Geological Society, London",,NA,NA,153,,5,8,journal article,English,
12362,ref,occ,S. N.,Bhalla,,,,1974,"On the Occurrence of Eotrionodon in the Eocene of Rajamundry, Andhra Pradesh",Journal of the Geologocial Society of India,,NA,NA,15,3,335,337,journal article,English,
6590,ref,occ,H. N.,Andrews,T. L.,Phillips,,1968,Rhacophyton from the Upper Devonian of West Virginia,Journal of the Linnaen Society,,NA,NA,61,,37,64,journal article,English,
6524,ref,occ,W. G.,Chaloner,,,,1968,"The cone of Cyclostigma kiltorkense Haughton, from the Upper Devonian of Ireland",Journal of the Linnean Society,,NA,NA,61,,25,36,journal article,English,
6891,ref,occ,K.,Huzioka,E.,Takahasi,,1970,"The Eocene flora of the Ube coal-field, southwest Honshu, Japan","Journal of the Mining College, Akita University, Series A: Mining Geology",,NA,NA,4,5,1,88,journal article,,
3988,ref,occ,I.,Bir Singh,V.,Rai,,1983,"Fauna and biogenic structures in Krol-Tal succession (Vendian-Early Cambrian), Lesser Himalaya: their biostratigraphic and palaeoecological significance",Journal of the Palaeontological Society of India,,NA,NA,28,,67,90,journal article,English,
10332,ref,occ,A. S.,Khosla,V. V.,Kapur,"P. C. Sereno, J. A. Wilson, G. P. Wilson, D. Dutheil, A. Sahni, M. P. Singh, S. Kumar, R. S. Rana",2003,"First dinosaur remains from the Cenomanian-Turonian Nimar sandstone (Bagh Beds), district Dhar, Madhya Pradesh, India",Journal of the Palaeontological Society of India,,NA,NA,48,,115,127,journal article,English,
8420,ref,occ,K.,Kumar,R. S.,Loyal,,1987,"Eocene ichthyofauna from the Subathu Formation, Northwestern Himalaya, India.",Journal of the Palaeontological Society of India,,NA,NA,32,,60,84,,English,
11367,ref,occ,R. P.,Tiwari,G.,Barman,P.P. Satsangi,1997,"Miocene crabs from Mizoram, India",Journal of the Palaeontological Society of India,,NA,NA,42,,127,132,journal article,English,
10743,ref,occ,P. M.,Yadagiri,,,,1986,"Lower Jurassic lower vertebrates from Kota Formation, Pranhita-Godavari Valley, India",Journal of the Palaeontological Society of India,,NA,NA,31,,89,962,journal article,English,
10524,ref,occ,S. E.,Damborenea,M. O.,Mancenido,,1992,A comparison of Jurassic marine benthonic faunas from South America and New Zealand,Journal of the Royal Society of New Zealand,,NA,NA,22,2,131,152,journal article,English,
10833,ref,occ,J. B.,Waterhouse,,,,1976,"New occurrences of brachiopod and bivalve species from the Arthurton Group of South Otago and Southland, New Zealand with comments on structure and stratigraphy",Journal of the Royal Society of New Zealand,,NA,NA,6,2,227,252,journal article,English,
9300,ref,occ,E. H.,Colbert,D.,Merrilees,,1967,Cretaceous dinosaur footprints from Western Australia,Journal of the Royal Society of Western Australia,,NA,NA,50,1,21,25,journal article,English,
10106,ref,occ,R. S.,Bassler,,,,1950,"New genera of American Middle Ordovician ""Cystoidea""",Journal of the Washington Academy of Sciences,,NA,NA,40,9,273,277,journal article,English,
8417,ref,occ,E. W.,Berry,,,,1937,Gyrocarpus and other fossil plants from the Cumarebo field in Venezuela,Journal of the Washington Academy of Sciences,,NA,NA,27,12,501,506,journal article,English,
8418,ref,occ,E. W.,Berry,,,,1935,Fossil plants from the Malacatos Valley in Southern Ecuador,Journal of the Washington Academy of Sciences,,NA,NA,25,3,126,128,journal article,English,
8682,ref,occ,E. W.,Berry,,,,1933,A new Lygodium from the late Tertiary of Ecuador,Journal of the Washington Academy of Sciences,,NA,NA,23,4,208,210,journal article,English,
1602,ref,occ,C. L.,Gazin,,,,1938,Fossil peccary remains from the upper Pliocene of Idaho,Journal of the Washington Academy of Sciences,,NA,NA,28,2,41,48,journal article,English,
11080,ref,occ,W. C.,Mansfield,,,,1938,"Oligocene faunas from the lower and upper beds on the A.L. Parrish farm, Washington County, Florida",Journal of the Washington Academy of Sciences,,NA,NA,28,3,93,107,journal article,English,
8760,ref,occ,E. L.,Miner,,,,1932,"Megaspores ascribed to Selaginellites, from the Upper Cretaceous Coals of Western Greenland",Journal of the Washington Academy of Sciences,,NA,NA,22,"18,19",497,506,journal article,English,
6416,ref,occ,C. B.,Read,,,,1935,"An occurence of the genus Cladoxylon Unger, in North America",Journal of the Washington Academy of Sciences,,NA,NA,25,11,493,497,journal article,English,
321,ref,occ,M. H.,Secrist,W. R.,Evitt,,1943,"The paleontology and stratigraphy of the upper Martinsburg formation of Massanutten Mountain, Virginia",Journal of the Washington Academy of Sciences,,NA,NA,33,12,358,368,,English,
8096,ref,occ,G.X.,Yang,Z.H.,Chen,S.L. Zhang,1983,"The floras characteristic of Taiyuan Formation and Shansi Formation of the eastern Shungeerqi, Inner Mongol",Journal of the Wuhan College of Geology,,NA,NA,22,,69,83,journal article,,
5779,ref,occ,J. P.,Alexander,,,,1994,"Sympatry of two species of Notharctus in the Bridger Basin, Wyoming",Journal of Vertebrate Paleontology,,NA,NA,14,"3, suppl.",14A,,abstract,English,
7839,ref,occ,R.,Allain,,,,2002,"Discovery of megalosaur (Dinosauria, Theropoda) in the Middle Bathonian of Normandy (France) and its implications for the phylogeny of basal Tetanurae",Journal of Vertebrate Paleontology,,NA,NA,22,3,548,563,journal article,English,
12430,ref,occ,D.,Baird,P. M.,Galton,,1981,Pterosaur bones from the Upper Cretaceous of Delaware,Journal of Vertebrate Paleontology,,NA,NA,1,1,67,71,journal article,English,
1021,ref,occ,A. D.,Barnosky,C. J.,Bell,,1994,Does climate induce change in morphologic variation within species?,Journal of Vertebrate Paleontology,,NA,NA,14,3,16,,abstract,English,
5760,ref,occ,C. A.,Bjoraker-Naus,,,,1997,"The Warm Springs Ranch Dinosaur Locality, Thermopolis, Wyoming. Preliminary flora and fauna analysis",Journal of Vertebrate Paleontology,,NA,NA,17,3,32A,,abstract,English,
12514,ref,occ,Y. L.,Bolotsky,P.,Godefroit,,2004,A new hadrosaurine dinosaur from the Late Cretaceous of Far Eastern Russia,Journal of Vertebrate Paleontology,,NA,NA,24,2,351,365,journal article,English,
12423,ref,occ,M. K.,Brett-Surman,G. S.,Paul,,1985,A new family of bird-like dinosaurs linking Laurasia and Gondwanaland,Journal of Vertebrate Paleontology,,NA,NA,5,2,133,138,journal article,English,
9866,ref,occ,A. D.,Buscalioni,J. L.,Sanz,"M. L. Casanovas, J. V. Santafe",1986,"An eusuchian crocodile from the Upper Cretaceous of Spain ( Vilamitjana, Province of Lerida)",Journal of Vertebrate Paleontology,,NA,NA,6,3,209,214,journal article,English,
