reference_no,record_type,ref_type,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,publisher,pubcity,pubvol,pubno,firstpage,lastpage,publication_type,language,doi
802,ref,occ,M.,Salak,H. L.,Lescinsky,,1999,"Spygoria zappania new genus and species, a Cloudina-like biohermal metazoan from the Lower Cambrian of central Nevada",Journal of Paleontology,,NA,NA,73,4,571,576,journal article,English,
11413,ref,occ,M. R.,Sanchez-Villagra,R. J.,Burnham,"D.C. Campbell, R.M. Feldmann, E.S. Gaffney, R.S. Kay, R. Lozsan, R. Purdy, J.G.M. Thewissen",2000,A new near-shore marine fauna and flora from the early Neogene of northwestern Venezuela,Journal of Paleontology,,NA,NA,74,5,957,968,journal article,English,
539,ref,occ,J.,Sandoval,E. G.,Westermann,,1986,"The Bajocian (Jurassic) ammonite fauna of Oaxaca, Mexico",Journal of Paleontology,,NA,NA,60,6,1220,1271,journal article,English,
9623,ref,occ,J. M.,Saul,,,,1967,"Burmeisteria (Digonus) accraensis, a new homalonotid trilobite from the Devonian of Ghana",Journal of Paleontology,,NA,NA,41,5,1126,1136,journal article,English,
135,ref,occ,N. M.,Savage,M.,Baxter,,1995,"Late Devonian (Frasnian) brachiopods from the Wadleigh Limestone, Southeastern Alaska",Journal of Paleontology,,NA,NA,69,6,1029,1046,journal article,English,
3,ref,occ,N. M.,Savage,E. H.,Goodwin,,1998,The internal features of some Paleozoic rhynchonellid brachiopods,Journal of Paleontology,,NA,NA,72,3,437,441,journal article,English,
493,ref,occ,M.,Savarese,P. W.,Signor,,1989,New Archaeocyathan occurrences in the Upper Harkless Formation (Lower Cabrian of western Nevada),Journal of Paleontology,,NA,NA,63,5,539,549,journal article,English,
11686,ref,occ,W.,Schatz,,,,2004,Revision of the subgenus Daonella (Arzelella) (Halobiidae; Middle Triassic),Journal of Paleontology,,NA,NA,78,2,300,316,journal article,English,
13392,ref,occ,M. H.,Scheihing,R. L.,"Langenheim, Jr.",,1980,"Brachiopods of the suborder Strophomenidina from the Shumway Cyclothem, Mattoon Formation, Virgilian of Illinois.",Journal of Paleontology,,NA,NA,54,5,1017,1034,journal article,English,
13598,ref,occ,F. R.,Schram,,,,1984,Upper Pennsylvanian arthropods from black shales of Iowa and Nebraska,Journal of Paleontology,,NA,NA,58,1,197,209,journal article,English,
13324,ref,occ,F. R.,Schram,J. M.,Schram,,1979,"Some shrimp of the Madera Formation (Pennsylvanian) Manzanita Mountains, New Mexico.",Journal of Paleontology,,NA,NA,53,1,169,174,journal article,English,
12072,ref,occ,C. E.,Schweitzer,R. M.,Feldmann,,2001,"Differentiation of the fossil Hexapodidae Miers, 1886 (Decapoda: Brachyura) from similar forms",Journal of Paleontology,,NA,NA,75,2,330,345,journal article,English,
573,ref,occ,D. R.,Schwimmer,,,,1989,Taxonomy and biostratigraphic significance of some Middle Cambrian trilobites from the Conasauga Formation in western Georgia,Journal of Paleontology,,NA,NA,63,4,484,494,journal article,English,
9177,ref,occ,R. W.,Scott,,,,1981,"Biotic relations in Early Cretaceous coral-algal-rudist reefs, Arizona",Journal of Paleontology,,NA,NA,55,,463,478,journal article,English,
13557,ref,occ,R. W.,Scott,A.,Aleman,,1984,"Stylina columbaris n.sp. in a Lower Cretaceous coral biostrome, Peru",Journal of Paleontology,,NA,NA,58,4,1136,1142,journal article,English,
11197,ref,occ,B.,Senowbari-Daryan,J.K.,Rigby,,1991,Three additional thalamid sponges from the Upper Permian reefs of Djebel Tebaga (Tunisia),Journal of Paleontology,,NA,NA,65,4,623,629,journal article,English,
10161,ref,occ,B.,Senowbari-Daryan,G. D.,"Stanley, jr.",,1988,"Triassic Sponges (Sphinctozoa) from Hells Canyon, Oregon",Journal of Paleontology,,NA,NA,62,3,419,423,journal article,English,
10025,ref,occ,J.,Sha,P. L.,Smith,F. T. Fursich,2002,"Jurassic Ostreoida (Bivalvia) from China (Tanggula Mountains, Quinghai-Xizang Plateau) and their paleobiogeographic context",Journal of Paleontology,,NA,NA,76,3,431,446,journal article,English,
11691,ref,occ,R. S.,Shapiro,J. K.,Rigby,,2004,"First occurrence of an in situ anthaspidellid sponge in a dendrolite mound (Upper Cambrian; Great Basin, USA)",Journal of Paleontology,,NA,NA,78,4,645,650,journal article,English,
13499,ref,occ,A. B.,Shaw,,,,1957,Paleontology of Northwestern Vermont. VI. The early Middle Cambrian fauna,Journal of Paleontology,,NA,NA,31,4,785,792,journal article,English,
7694,ref,occ,P. M.,Sheehan,P. J.,Lespérance,,1979,Late Ordovician (Ashgillian) brachiopods from the Percé region of Québec,Journal of Paleontology,,NA,NA,53,4,950,967,journal article,English,
11296,ref,occ,S.-Z.,Shen,N.W.,Archbold,G.R. Shi,2001,"A Lopingian (Late Permian) brachiopod fauna from the Qubuerga Formation at Shengmi in the Mount Qomolangma Region of southern Xizang (Tibet), China",Journal of Paleontology,,NA,NA,75,2,274,283,journal article,English,
3900,ref,occ,P. W.,Signor,J. F.,Mount,,1987,A pre-trilobite shelly fauna from the White-Inyou region of eastern California and western Nevada,Journal of Paleontology,,NA,NA,61,3,425,438,journal article,English,
12879,ref,occ,W. L.,Siler,,,,1964,A Middle Eocene Sirenian in Alabama,Journal of Paleontology,,NA,NA,38,6,1108,1109,journal article,English,
13477,ref,occ,M.,Sone,M. S.,Leman,,2005,"Permian linoproductioid brachiopod Permundaria from Bera South, Peninsular Malaysia",Journal of Paleontology,,NA,NA,79,3,601,606,journal article,English,
381,ref,occ,J. E.,Sorauf,,,,1992,Late Devonian (Famennian) rugose coral fauna of the Percha Shale of southwestern New Mexico,Journal of Paleontology,,NA,NA,66,5,730,749,journal article,English,
394,ref,occ,J. E.,Sorauf,,,,1978,Upper Devonian Pachyphyllum (Rugose Coral) from New York state,Journal of Paleontology,,NA,NA,52,4,818,829,journal article,English,
12490,ref,occ,F. J.,Souaya,,,,1965,On the Bryozoa of Gebel Gharra (Cairo-Suez Road) and other Miocene Sections in Egypt,Journal of Paleontology,,NA,NA,39,6,1129,1144,journal article,English,
205,ref,occ,D. R.,Sparling,,,,1995,Conodonts from the Middle Devonian Plum Brook Shale of north-central Ohio,Journal of Paleontology,,NA,NA,69,6,1123,1138,journal article,English,
491,ref,occ,J.,Sprinkle,R. C.,Gutschick,,1967,"Costatoblastus, a channel fill blastoid from the Sappington Formation of Montana",Journal of Paleontology,,NA,NA,41,2,385,401,journal article,English,
9315,ref,occ,D. F.,Squires,,,,1964,"Fossil coral thickets in Wairarapa, New Zealand",Journal of Paleontology,,NA,NA,38,,904,915,journal article,English,
516,ref,occ,R. L.,Squires,R.,Demetrion,,1990,"New Early Eocene Marine Gastropods from Baja California Sur, Mexico",Journal of Paleontology,,NA,NA,64,1,99,103,journal article,English,
6622,ref,occ,G. D.,"Stanley, Jr.",B.,Senowbari-Daryan,,1999,"Upper Triassic reef fauna from the Quesnel terrane, central British Columbia, Canada",Journal of Paleontology,,NA,NA,73,5,787,802,journal article,English,
10160,ref,occ,G. D.,"Stanley, jr.",M. T.,Whalen,,1989,"Triassic Corals and Spongiomorphs from Hells Canyon, Wallowa Terrane, Oregon",Journal of Paleontology,,NA,NA,63,6,800,819,journal article,English,
219,ref,occ,C. W.,Stearn,,,,1996,"Stromatoporoids from the Devonian (Eifelian to Lowest Frasnian) of Manitoba, Canada",Journal of Paleontology,,NA,NA,70,2,196,217,journal article,English,
7081,ref,occ,C. W.,Stearn,,,,1988,"Stromatoporoids from the Famennian (Devonian) Wabamun formation, Normandville oilfield, north-central Alberta, Canada",Journal of Paleontology,,NA,NA,62,,411,419,journal article,English,
11129,ref,occ,F.G.,Stehli,R. E.,Grant,,1970,"Permian brachiopods from Huehuetenango, Guatemala",Journal of Paleontology,,NA,NA,44,1,23,36,journal article,English,
11405,ref,occ,H. B.,Stenzel,,,,1934,Decapod Crustaceans from the Middle Eocene of Texas,Journal of Paleontology,,NA,NA,8,1,38,56,journal article,English,
12112,ref,occ,C. M.,Sternberg,,,,1945,"Pachycephalosauridae proposed for dome-headed dinosaurs, Stegoceras lambei, n. sp., described",Journal of Paleontology,,NA,NA,19,5,534,538,journal article,English,
11211,ref,occ,C. H.,Stevens,,,,1975,New Permian Waagenophyllidae (Rugose corals) from North Africa,Journal of Paleontology,,NA,NA,49,4,706,709,journal article,English,
682,ref,occ,B. L.,Stinchcomb,,,,1986,New Monoplacophora (Mollusca) from Late Cambrian and Early Ordovician of Missouri,Journal of Paleontology,,NA,NA,60,3,606,626,journal article,English,
837,ref,occ,B. L.,Stinchcomb,,,,1975,Paleoecology of two new species of Late Cambrian Hypseloconus (Monoplacophora) from Missouri,Journal of Paleontology,,NA,NA,49,2,416,421,journal article,English,
11365,ref,occ,B.L.,Stinchcomb,N.A.,Angeli,,2002,"New Cambrian and Lower Ordovician monoplacophorans from the Ozark Uplift, Missouri",Journal of Paleontology,,NA,NA,76,6,965,974,journal article,English,
13253,ref,occ,B.L.,Stinchcomb,D.,Jung Echols,,1966,Missouri Upper Cambrian Monoplacophora previously considered cephalopods,Journal of Paleontology,,NA,NA,40,3,647,650,journal article,English,
558,ref,occ,J. H.,Stitt,,,,1998,"Trilobites from the Cedarina dakotaensis zone, lowermost part of the Deadwood Formation, (Marjuman Stage, Upper Cambrian), Black Hills South Dakota",Journal of Paleontology,,NA,NA,72,6,1030,1046,journal article,English,
833,ref,occ,J. H.,Stitt,,,,1983,"Enrolled Late Cambrian trilobites from the Davis Formation, southeast Missouri",Journal of Paleontology,,NA,NA,57,1,93,105,journal article,English,
450,ref,occ,J. H.,Stitt,P.J.,Perfetta,,2000,"Trilobites, Biostratigraphy, and Lithostratigraphy of the Crepicephalus and Aphelaspis zones, Lower Deadwood formation (Marjuman and Steptoean Stages, Upper Cambrian), Black Hills, South Dakota",Journal of Paleontology,,NA,NA,74,2,199,223,journal article,English,
842,ref,occ,J. H.,Stitt,W. M.,Straatmann,,1997,"Trilobites from the upper part of the Deadwood Formation (Upper Franconian and Trempealeauan stages, Upper Cambrain), Black Hills, SOuth Dakota",Journal of Paleontology,,NA,NA,71,1,86,102,journal article,English,
220,ref,occ,C. W.,Stock,,,,1997,Lower Devonian (Lochkovian) Stromatoporoidea from the Coeymans Formation of Central New York,Journal of Paleontology,,NA,NA,71,4,539,553,journal article,English,
804,ref,occ,C. W.,Stock,,,,1991,Lower Devonian (Lochkovian) Stromatoporoidea from the Manlius Formation of New York,Journal of Paleontology,,NA,NA,65,6,897,911,journal article,English,
3319,ref,occ,J. E.,Storer,H. N.,Bryant,,1993,"Biostratigraphy of the Cypress Hills Formation (Eocene to Miocene), Saskatchewan: equid types (Mammalia: Perissodactyla) and associated faunal assemblages",Journal of Paleontology,,NA,NA,67,4,660,669,journal article,English,
13438,ref,occ,A.,Stoyanow,,,,1948,"Molluscan faunule from Devonian Island Mesa Beds, Arizona",Journal of Paleontology,,NA,NA,22,6,783,791,journal article,English,
11450,ref,occ,H. L.,Strimple,W. D.,Knapp,,1966,"Lower Pennsylvanian Fauna from eastern Kentucky; Part 2, crinoids",Journal of Paleontology,,NA,NA,40,2,309,314,journal article,English,
13374,ref,occ,H. L.,Strimple,R. H.,Mapes,,1977,A new upper Pennsylvanian fissiculate blastoid from Texas,Journal of Paleontology,,NA,NA,51,2,357,362,journal article,English,
821,ref,occ,C. D.,Sumrall,J.,Sprinkle,T. E. Guensburg,1997,Systematics and paleoecology of Late Cambrian echinoderms from the western United States,Journal of Paleontology,,NA,NA,71,6,1091,1109,journal article,English,
798,ref,occ,F. A.,Sundberg,L. B.,McCollum,,2000,"Ptychoparid trilobites of the Lower-Middle Cambrian boundary interval, Pioche Shale, southeastern Nevada",Journal of Paleontology,,NA,NA,74,4,604,630,journal article,English,
13467,ref,occ,F. A.,Sundberg,L.B.,McCollum,,2003,Trilobites of the lower Middle Cambrian Poliella denticulata biozone (new) of southeastern Nevada,Journal of Paleontology,,NA,NA,77,2,331,359,journal article,English,
3834,ref,occ,W. C.,Sweet,,,,1955,Cephalopods from the Fremont Formation of Central Colorado,Journal of Paleontology,,NA,NA,29,1,71,82,journal article,English,
3836,ref,occ,W. C.,Sweet,,,,1955,Some Early Paleozoic Cephalopods from Wyoming and Utah,Journal of Paleontology,,NA,NA,29,1,83,85,journal article,English,
3944,ref,occ,W. C.,Sweet,,,,2000,Conodonts and Biostratigraphy of Upper Ordivician Strata Along a Shelf to Basin Transect in Central Nevada,Journal of Paleontology,,NA,NA,74,6,1148,1160,journal article,English,
5144,ref,occ,P.,Tasch,J. R.,Zimmerman,,1962,"The Asthenohymen-Delopterum Bed, A New Leonardian Insect Horizon in the Wellington of Kansas and Oklahoma",Journal of Paleontology,,NA,NA,36,6,1319,1333,journal article,English,
799,ref,occ,J. F.,Taylor,J. D.,Loch,P. J. Perfetta,2000,Trilobite faunas from Upper Cambrian microbial reefs in the Central Appalachians,Journal of Paleontology,,NA,NA,73,2,326,336,journal article,English,
11684,ref,occ,R. S.,Taylor,F.R.,Schram,Y.-B. Shen,2001,"A new upper Middle Triassic shrimp (Crustacea: Lophogastrida) from Guizhou, China, with discussion regarding other fossil ""mysidaceans""",Journal of Paleontology,,NA,NA,75,2,310,318,journal article,English,
4077,ref,occ,J. H.,Tenery,C. L.,Rotwell,,1979,New Specimens of Prodentalium raymondi Young (Scaphopoda) from the Pennsylvanian of Texas,Journal of Paleontology,,NA,NA,53,1,164,168,journal article,English,
4085,ref,occ,D. F.,Toomey,,,,1957,Giant Scaphopod fragment from the Lower Strawn (Pennsylvanian) of North-Central Texas,Journal of Paleontology,,NA,NA,31,2,457,461,journal article,English,
518,ref,occ,A. B.,Tucker,R. M.,Feldmann,,1990,"Fossil Decapod Crustaceans from the Lower Tertiary of the Prince Willam Sound Region, Gulf of Alaska",Journal of Paleontology,,NA,NA,64,3,409,427,journal article,English,
13422,ref,occ,J. K.,Tucker,R. H.,Mapes,,1978,"Coiled Nautiloid Cephalopods from the Wolf Mountain Shale (Pennsylvanian), North-Central Texas",Journal of Paleontology,,NA,NA,52,3,596,604,journal article,English,
753,ref,occ,G.,Ubaghs,,,,1963,"Cothurnocystis Bather, Phyllocystis Thoral and an undetermined member of the order Soluta (Echinodermata, Carpoidea) in the Upper-most Cambrian of Nevada",Journal of Paleontology,,NA,NA,37,6,1133,1142,journal article,English,
11361,ref,occ,J. H. F.,Umbgrove,,,,1950,Corals from the Putjangan beds (Lower Pleistocene) of Java,Journal of Paleontology,,NA,NA,24,6,637,651,journal article,English,
11804,ref,occ,J.H.F.,Umbgrove,,,,1946,Corals from a lower Pliocene patch reef in Central Java,Journal of Paleontology,,NA,NA,20,6,521,542,journal article,English,
6113,ref,occ,J.,Utgaard,,,,1981,"Lunaferamita, a new genus of Constellariidae (Bryozoa) with strong cystoporate affinities",Journal of Paleontology,,NA,NA,55,5,1058,1070,journal article,English,
9814,ref,occ,D. J.,Varricchio,,,,2001,Gut contents from a Cretaceous tyrannosaurid: implications for theropod dinosaur digestive tracts,Journal of Paleontology,,NA,NA,75,2,401,406,journal article,English,
11301,ref,occ,F. J.,Vega,M.D.C.,Perrilliat,,1995,"On some Paleocene invertebrates from the Potrerillos Formation (Difunta Group), northeastern Mexico",Journal of Paleontology,,NA,NA,69,5,863,869,journal article,English,
6393,ref,occ,E,Villas,,,,1992,New Caradoc brachiopods from the Iberian Chains (northeastern Spain) and their stratigraphic significance,Journal of Paleontology,,NA,NA,66,5,772,793,journal article,English,
6389,ref,occ,E,Villas,J,Gisbert,R Montesinos,1989,Brachiopods from volcanoclastic Middle and Upper Ordovician of Asturias (northern Spain),Journal of Paleontology,,NA,NA,63,5,554,565,journal article,English,
23,ref,occ,E.,Villas,L. R. M.,Cocks,,1996,The first early Silurian brachiopod fauna from the Iberian Peninsula,Journal of Paleontology,,NA,NA,70,4,571,588,journal article,English,
8,ref,occ,P. H.,von Bitter,G. K.,Merrill,,1998,"Apparatus composition and structure of the Pennsylvanian conodont genus Gondolella based on assemblages from the Desmoinesian of northwestern Illinois, U.S.A",Journal of Paleontology,,NA,NA,72,1,112,132,journal article,English,
49,ref,occ,E.,von der Osten,,,,1957,A fauna from the lower Cretaceous Barranquin Formation of Venezuela,Journal of Paleontology,,NA,NA,31,3,571,590,journal article,English,
12832,ref,occ,T. R.,Waller,G. D.,Stanley,,2005,"Middle Triassic pteriomorphian Bivalvia (Mollusca) from the New Pass Range, west-central Nevada: systematics, biostratigraphy, paleoecology, and paleobiogeography",Journal of Paleontology,,NA,NA,79,Supplement,1,64,journal article,English,
13432,ref,occ,J. C.,Walter,,,,1953,"Paleontology of Rustler Formation, Culberson County, Texas",Journal of Paleontology,,NA,NA,27,5,679,702,journal article,English,
11093,ref,occ,R. E.,Wass,,,,1972,Permian bryozoa from South Africa,Journal of Paleontology,,NA,NA,46,6,871,873,journal article,English,
18,ref,occ,R.,Watkins,P. J.,Coorough,,1997,"Silurian sponge spicules from the Racine Formation, Wisconsin",Journal of Paleontology,,NA,NA,71,2,208,214,journal article,English,
327,ref,occ,G. E.,Webb,P. K.,Sutherland,,1993,"Coral fauna of the Imo Formation, uppermost Chesterian, north-central Arkansas",Journal of Paleontology,,NA,NA,67,2,179,193,journal article,English,
190,ref,occ,W. E.,Weidner,R. M.,Feldmann,,1985,"Paleoecological interpretation of the echinocarid arthropod assemblages in the Late Devonian (Famennian) Chagrin Shale, Northeastern Ohio",Journal of Paleontology,,NA,NA,59,4,986,1004,journal article,English,
7134,ref,occ,J. W.,Wells,,,,1948,"Lower Cretaceous corals from Trinidad, B. W. I",Journal of Paleontology,,NA,NA,22,5,608,616,journal article,English,
12020,ref,occ,R. M.,West,,,,1980,"Middle Eocene large mammal assemblage with Tethyan affinities, Ganda Kas region, Pakistan",Journal of Paleontology,,NA,NA,54,3,508,533,journal article,English,
9126,ref,occ,S.R.,Westrop,E.,Landing,,2000,"Lower Cambrian (Branchian) trilobites and biostratigraphy of the Hanford Brook Formation, southern New Brunswick",Journal of Paleontology,,NA,NA,74,5,858,878,journal article,English,
845,ref,occ,M.,Williams,D. J.,Siveter,J. S. Peel,1996,"Isoxys (arthropoda) from the Early Cambrian Sirius Passet Lagerstaette, North Greenland",Journal of Paleontology,,NA,NA,70,6,947,954,journal article,English,
9956,ref,occ,S.H.,Williams,M.G.,Lockley,,1983,"Ordovician inarticulate brachiopods from graptolitic shales at Dob's Linn, Scotland; their morphology and significance",Journal of Paleontology,,NA,NA,57,2,391,400,journal article,English,
581,ref,occ,R. H.,Willoughby,R. A.,Robison,,1979,Medusoids from the Middle Cambrian of Utah,Journal of Paleontology,,NA,NA,53,2,494,500,journal article,English,
12439,ref,occ,T.,Wongwanich,A. J.,Boucot,"C. H. C. Brunton, M. R. House, P. R. Racheboeuf",2004,"Namurian fossils (brachiopods, goniatites) from Satun Province, southern Thailand",Journal of Paleontology,,NA,NA,78,6,1072,1085,journal article,English,
3728,ref,occ,A. E.,Wood,,,,1949,"Small mammals from the uppermost Eocene (Duchesnian) near Badwater, Wyoming",Journal of Paleontology,,NA,NA,23,5,556,565,journal article,English,
12421,ref,occ,D. M.,Work,,,,2002,"The lower Mississippian (Kinderhookian) ammonoid Goniocyclus from the Hannibal Shale, Missouri",Journal of Paleontology,,NA,NA,76,1,187,189,journal article,English,
11657,ref,occ,D. M.,Work,D. R.,Boardman,,2003,Mapesites; a new Upper Pennsylvanian (lower Virgilian) ammonoid from Kansas,Journal of Paleontology,,NA,NA,77,6,1195,1197,journal article,English,
12433,ref,occ,D. M.,Work,W. L.,Manger,,2002,"Masonoceras, a new karagandoceratid ammonoid from the lower Mississippian (Lower Osagean) of Kentucky",Journal of Paleontology,,NA,NA,76,3,574,577,journal article,English,
921,ref,occ,A. J.,Wright,B. D. E.,Chatterton,,1988,"Early Devonian trilobites from the Jesse Limestone, New South Wales, Australia",Journal of Paleontology,,NA,NA,62,1,93,103,journal article,English,
9775,ref,occ,R. P.,Wright,,,,1974,Jurassic Bivalves from Wyoming and South Dakota: A study of feeding relationsips,Journal of Paleontology,,NA,NA,48,3,425,433,journal article,English,
9353,ref,occ,H.,Yabe,T.,Sugiyama,,1935,Geological and geographical distribution of reef-corals in Japan,Journal of Paleontology,,NA,NA,9,,183,217,journal article,English,
11627,ref,occ,H.-F.,Yin,E. L.,Yochelson,,1983,"Middle Triassic Gastropoda from Qingyan, Guizhou Province, China: 1 - Pleurotomariacea and Murchisoniacea",Journal of Paleontology,,NA,NA,57,1,162,187,journal article,English,
11631,ref,occ,H.-F.,Yin,E. L.,Yochelson,,1983,"Middle Triassic Gastropoda from Qingyan, Guizhou Province, China: 2 - Trochacea and Neritacea",Journal of Paleontology,,NA,NA,57,3,515,538,journal article,English,
11672,ref,occ,H.-F.,Yin,E. L.,Yochelson,,1983,"Middle Triassic Gastropoda from Qingyan, Guizhou Province, China: 3 - Euomphalacea and Loxonematacea",Journal of Paleontology,,NA,NA,57,5,1098,1127,journal article,English,
835,ref,occ,E. L.,Yochelson,,,,1968,"Tremadocian mollusks from the Nochixtlan Region, Oaxaxa, Mexico",Journal of Paleontology,,NA,NA,42,3,801,803,journal article,English,
565,ref,occ,E. L.,Yochelson,L. M.,Nuelle,,1985,Strepsodiscus (Gastropoda) in the Late Cambrian of Missouri,Journal of Paleontology,,NA,NA,59,3,733,740,journal article,English,
499,ref,occ,E. L.,Yochelson,E.,Stump,,1977,"Discovery of Early Cambrian fossils at Taylor Nunatak, Antarctica",Journal of Paleontology,,NA,NA,51,4,872,875,journal article,English,
26,ref,occ,G. A.,Young,D.-J.,Lee,J. P. Noble,1991,"Halysitid and Auloporid tabulate corals from the Gascons and West Point Formations (Silurian), Gaspe, Quebec, Canada",Journal of Paleontology,,NA,NA,65,5,715,726,journal article,English,
32,ref,occ,G. A.,Young,J. P. A.,Noble,,1990,"Silurian Proporidae and Plasmoporidae (Anthozoa, Tabulata) from the Chaleurs Bay region, Canada",Journal of Paleontology,,NA,NA,64,2,184,199,journal article,English,
36,ref,occ,G. A.,Young,J. P. A.,Noble,,1990,"Silurian Heliolitidae (Anthozoa, Tabulata) from the Chaleurs Bay region, Canada",Journal of Paleontology,,NA,NA,64,1,44,60,journal article,English,
7,ref,occ,J.,Yugan,C. H. C.,Brunton,S. S. Lazarev,1998,"Gondolininae, a new Carboniferous productide brachiopod subfamily",Journal of Paleontology,,NA,NA,72,1,7,10,journal article,English,
421,ref,occ,X.,Zhang,,,,1996,"Early Cambrian palaeoscolecid cuticles from Shaanxi,China",Journal of Paleontology,,NA,NA,70,2,275,279,journal article,English,
531,ref,occ,W. J.,Zinsmeister,R. M.,Feldmann,"M. O. Woodburne, D. H. Elliot",1989,"Latest Cretaceous/Earliest Tertiary Transition on Seymour Island, Antarctica",Journal of Paleontology,,NA,NA,63,6,731,738,journal article,English,
10021,ref,occ,V. A.,Zullo,,,"L. Marincovich, Jr.",1990,"Balanoid barnacles from the Miocene of the Alaska Peninsula, and their relevance to the extant boreal barnacle fauna",Journal of Paleontology,,NA,NA,64,,128,135,journal article,English,
13139,ref,occ,S.,Peng,R. A.,Robison,,2000,"Agnostid biostratigraphy across the Middle-Upper Cambrian boundary in Hunan, China",Journal of Paleontology Memoir,,NA,NA,53,,,,journal article,English,
211,ref,occ,N. G.,Lane,J. A.,Waters,C. G. Maples,1997,"Echinoderm faunas of the Hongguleleng Formation, Late Devonian (Famennian), Xinjiang-Uyger Autonomous Region, People''s Republic of China",Journal of Paleontology Memoir 47,,NA,NA,71,2,1,43,,English,
497,ref,occ,D. R.,Kobluk,,,,1984,"A new compound skeletal organism from the Rosella Formation (Lower Cambrian), Atan Group, Cassiar Mountains, British Columbia",Journal of Paleotology,,NA,NA,58,3,703,708,,English,
8495,ref,occ,M.,Takahashi,P. S.,Herendeen,P. R. Crane,2001,Lauraceous fossil flower from the Kamikitaba locality (Lower Coniacian; Upper Cretaceous) in northeastern Japan,Journal of Plant Reasearch,,NA,NA,114,,429,434,journal article,English,
1187,ref,occ,R. W.,Casteel,D. P.,Adam,,1977,"Pleistocene fishes from Alameda County, California",Journal of Research of the United States Geological Survey,,NA,NA,5,2,209,215,journal article,,
1188,ref,occ,R. W.,Casteel,M. J.,Rymer,,1975,,Journal of Research of the United States Geological Survey,,NA,NA,3,5,,,journal article,,
11254,ref,occ,E.,Cabral-Cano,H. R.,Lang,C. G. A. Harrison,2000,"Stratigraphic Assessment of the Arcelia-Teloloapan area, Southern Mexico: Implications for Southern Mexico's Post-Neocomian Tectonic Evolution.",Journal of South American Earth Science,,NA,NA,13,,443,457,journal article,,
11138,ref,occ,K. R.,Aalto,W.,Miller,,1999,"Sedimentology of the Pliocene Upper Onzole Formation, an inner-trench slope succession in northwestern Ecuador",Journal of South American Earth Sciences,,NA,NA,12,,69,85,,English,
8014,ref,occ,C.M.,Bell,M.,Suarez,,1991,"Late Triassic fluvial and marine shelf succession, Quebrada Dona Ines Chica, Atacama region, northern Chile",Journal of South American Earth Sciences,,NA,NA,4,4,287,293,journal article,,
8386,ref,occ,K. M.,Gregory-Wodzicki,W. C.,McIntosh,K. Velasquez,1998,"Climatic and tectonic implications of the late Miocene Jakokkota flora, Bolivian Altiplano",Journal of South American Earth Sciences,,NA,NA,11,6,533,560,journal article,,
12484,ref,occ,S. N.,Nielsen,D.,Frassinetti,K. Bandel,2004,"Miocene Vetigastropoda and Neritimorpha (Mollusca, Gastropoda) of central Chile",Journal of South American Earth Sciences,,NA,NA,17,,73,88,,,
10906,ref,occ,M.,Sone,M. S.,Leman,G. R. Shi,2001,Middle Permian brachiopods from central Peninsular Malaysia - faunal affinities between Malaysia and west Cambodia,Journal of South American Earth Sciences,,NA,NA,19,,177,194,journal article,,
3968,ref,occ,A. G.,Whitham,P.,Doyle,,1989,"Stratigraphy of the Upper Jurassic - Lower Cretaceous Nordenskjöld Formation of Graham Land, Antarctica",Journal of South American Earth Sciences,,NA,NA,2,,371,384,journal article,,
9702,ref,occ,E.,Buffetaut,V.,Suteethorn,,1993,The dinosaurs of Thailand,Journal of Southeast Asian Earth Sciences,,NA,NA,8,01-Apr,77,82,journal article,,
9875,ref,occ,H.,Fontaine,D.,Rodziah,U. Singh,1990,"Discovery of an Upper Triassic limestone basement in the Malay Basin, offshore Peninsular Malaysia: regional implications",Journal of Southeast Asian Earth Sciences,,NA,NA,4,3,219-232,,journal article,,
7960,ref,occ,T.T.,Khoo,B.S.,Yaw,"T. Kimura, J.H. Kim",1988,"Geology and palaeontology of the Redang islands, Trengganu, Peninsular Malaysia",Journal of Southeast Asian Earth Sciences,,NA,NA,2,,123,130,journal article,,
7993,ref,occ,X.X.,Li,G.L.,Shen,,1996,A brief review of the Permian macrofloras in southeast Asia and their phytogeographical delimitation,Journal of Southeast Asian Earth Sciences,,NA,NA,13,,161,170,journal article,,
10661,ref,occ,A. M.,Yates,,,,2003,A new species of the primitive dinosaur Thecodontosaurus (Saurischia: Sauropodomorpha) and its implications for the systematics of early dinosaurs,Journal of Systematic Palaeontology,,NA,NA,1,1,1,42,journal article,,
12124,ref,occ,J.,Leidy,,,,1877,"Description of vertebrate remains, chiefly from the phosphate beds of South Carolina",Journal of the Academy of Natural Sciences of Philadelphia,,NA,NA,8,,209,260,journal article,English,
12636,ref,occ,J.,Leidy,,,,1869,"The extinct mammalian fauna of Dakota and Nebraska, including an account of some allied forms from other localities, together with a synopsis of the mammalian remains of North America","Journal of the Academy of Natural Sciences, Philadelphia",,NA,NA,2,,1,472,journal article,English,
188,ref,occ,B. S.,Norford,,,,1962,"The Beaverfoot - Brisco Formation in the Stanford Range, British Columbia",Journal of the Alberta Society of Petroleum Geologists,,NA,NA,10,7,443,453,,,
10723,ref,occ,H. C.,Das-Gupta,,,,1928,"Batrachian and reptilian remains found in the Panchet Beds at Deoli, Bengal","Journal of the Asiatic Society of Bengal, New Series",,NA,NA,14,13,473,479,journal article,,
