"reference_no","samp_country","aff_country"
2623,"USA","USA"
60499,"Australia","Australia"
28821,"Poland","Poland"
42025,"Kazakhstan","Russia"
43032,"Australia","Australia"
43107,"Australia","Australia"
19148,"Belgium","Netherlands"
29493,"Estonia","Sweden"
60811,"Australia","Australia"
7130,"Germany","Germany"
46713,"Colombia","Japan"
37250,"France","France"
39606,"France","France"
39606,"Poland","France"
39606,"Russia","France"
41732,"France","France"
50847,"France","France"
50847,"Spain","France"
15048,"Norway","USA"
13366,"Japan","Japan"
13367,"Japan","Japan"
18145,"Mongolia","USA"
18146,"Mongolia","USA"
8950,"Kazakhstan","Russia"
8950,"Kyrgyzstan","Russia"
8950,"Russia","Russia"
37702,"Kyrgyzstan","Russia"
40011,"Kazakhstan","Russia"
40011,"Kyrgyzstan","Russia"
40011,"Mongolia","Russia"
40011,"Russia","Russia"
40011,"Ukraine","Russia"
40037,"Russia","Russia"
44722,"Russia","Russia"
42392,"Svalbard & Jan Mayen","Poland"
13261,"Turkey","Turkey"
31000,"USA","USA"
74376,"Belgium","USA"
39492,"Spain","Spain"
50982,"Spain","Spain"
63860,"Spain","Spain"
37080,"Mongolia","Poland"
43336,"Italy","UK"
43336,"Spain","UK"
14483,"Slovakia","Slovakia"
58874,"France","France"
17617,"Spain","Spain"
35845,"France","France"
67786,"Argentina","Argentina"
18340,"USA","USA"
18889,"India","India"
23659,"India","India"
9882,"USA","Canada"
40120,"Dominican Republic","Dominican Republic"
26976,"USA","USA"
55195,"Australia","Australia"
13638,"South Africa","France"
2784,"USA","USA"
40213,"Argentina","Brazil"
24855,"Germany","Poland"
11181,"Ecuador","USA"
51567,"Dominican Republic","USA"
2787,"USA","USA"
40088,"Mongolia","Russia"
50250,"Dominican Republic","UK"
365,"Russia","Russia"
543,"Greenland","Russia"
15380,"Russia","Russia"
29363,"Russia","Russia"
57314,"China","China"
72750,"Argentina","Argentina"
11835,"Austria","Germany"
11835,"Germany","Germany"
12897,"Thailand","France"
32334,"USA","Canada"
50596,"China","China"
51218,"China","China"
51653,"China","China"
54137,"Canada","Australia"
54137,"Russia","Australia"
44160,"Austria","USA"
44160,"Germany","USA"
44160,"Poland","USA"
18180,"USA","USA"
2929,"USA","USA"
7845,"Italy","Italy"
2986,"Mongolia","USA"
67668,"South Africa","South Africa"
19727,"Spain","Spain"
26814,"Germany","Germany"
3840,"UK","UK"
12119,"Germany","Germany"
19329,"Germany","Germany"
11587,"USA","USA"
27799,"Oman","Japan"
27799,"United Arab Emirates","Japan"
64187,"Japan","Japan"
19913,"France","France"
6295,"Argentina","Argentina"
4304,"Bolivia","USA"
6861,"Austria","Austria"
50951,"USA","UK"
28741,"Spain","Spain"
42459,"Thailand","Japan"
31581,"USA","USA"
17333,"Australia","Australia"
32236,"Germany","Germany"
3029,"USA","USA"
3030,"USA","USA"
51142,"Germany","Germany"
35492,"Germany","Germany"
28060,"Venezuela","Venezuela"
51021,"Germany","Germany"
66276,"Spain","Spain"
47937,"Russia","Russia"
10112,"Austria","Germany"
10112,"Iran","Germany"
33680,"Japan","Japan"
71230,"Azerbaijan","Japan"
17750,"China","Australia"
27810,"Malaysia","Australia"
854,"China","USA"
48604,"Brazil","Brazil"
29548,"Egypt","USA"
51540,"Dominican Republic","USA"
129,"Norway","Norway"
19015,"Germany","Germany"
27042,"Belgium","Belgium"
11519,"Ireland","Ireland"
25573,"Svalbard & Jan Mayen","Ireland"
23860,"Greece","Norway"
65883,"Mexico","USA"
65883,"USA","USA"
58358,"USA","USA"
61613,"USA","USA"
63342,"USA","USA"
13653,"Czechia","Czech Republic"
9408,"Mexico","USA"
9408,"USA","USA"
10577,"Mexico","USA"
220,"USA","USA"
37456,"Canada","Canada"
28041,"Czechia","Czech Republic"
36529,"Kazakhstan","Russia"
38282,"UK","USA"
59730,"Sweden","Sweden"
39487,"China","China"
12620,"USA","USA"
37924,"Colombia","USA"
14488,"Japan","Japan"
32548,"Slovakia","Slovakia"
70432,"Greece","Greece"
40528,"Dominican Republic","Poland"
60381,"Hungary","Hungary"
43688,"Germany","Poland"
43688,"Ukraine","Poland"
38256,"Japan","Japan"
31580,"USA","USA"
70785,"Argentina","Argentina"
33717,"Japan","Japan"
11367,"India","India"
73841,"Ukraine","Switzerland"
14227,"Canada","Canada"
57233,"China","China"
61481,"China","China"
61481,"Mongolia","China"
31065,"Spain","Spain"
47084,"Argentina","Argentina"
8864,"Italy","Italy"
67298,"UK","UK"
53529,"USA","Canada"
19808,"Slovenia","Slovenia"
67062,"Russia","Russia"
72457,"Russia","USA"
45743,"Brazil","Japan"
32238,"USA","UK"
5294,"Tanzania","Belgium"
19988,"Spain","Netherlands"
19988,"Turkey","Netherlands"
25053,"France","Spain"
25053,"Turkey","Spain"
74302,"France","France"
5365,"Ethiopia","USA"
18644,"France","France"
57234,"China","China"
57295,"China","China"
6598,"China","China"
43656,"Australia","Austria"
43863,"Australia","Australia"
53347,"USA","USA"
47408,"USA","USA"
50928,"Lithuania","Germany"
50928,"Russia","Germany"
50089,"Poland","Poland"
14858,"USA","USA"
46484,"Australia","Australia"
46622,"Australia","Australia"
5292,"Kenya","USA"
6731,"Bolivia","USA"
57467,"New Zealand","New Zealand"
74304,"New Zealand","New Zealand"
15262,"China","China"
44035,"China","China"
40548,"China","China"
28101,"Russia","Russia"
13633,"Germany","Germany"
3969,"Germany","Germany"
14084,"Russia","Russia"
15367,"Russia","Russia"
42136,"Germany","Germany"
34915,"China","China"
34917,"China","China"
48524,"China","China"
74577,"China","China"
15298,"Russia","Russia"
26042,"Greece","Austria"
40579,"Dominican Republic","USA"
44750,"Chile","Germany"
44552,"Argentina","Argentina"
23866,"Costa Rica","Costa Rica"
7199,"Canada","UK"
25870,"USA","USA"
7545,"Argentina","Argentina"
17619,"Argentina","Argentina"
15709,"Ireland","UK"
40870,"Azerbaijan","Russia"
40870,"Russia","Russia"
38117,"Mongolia","Russia"
36479,"USA","USA"
48105,"France","France"
48105,"Spain","France"
17905,"Russia","Japan"
24475,"Costa Rica","USA"
24475,"Dominican Republic","USA"
24475,"Haiti","USA"
24475,"Jamaica","USA"
24475,"Trinidad & Tobago","USA"
24475,"USA","USA"
13537,"Pakistan","Italy"
10264,"Germany","Germany"
40666,"Germany","Germany"
40102,"Dominican Republic","Russia"
53582,"USA","USA"
18936,"Australia","Australia"
27744,"India","Australia"
17361,"Russia","Russia"
50848,"Spain","Spain"
17347,"Mongolia","Mongolia"
52962,"Argentina","Germany"
35463,"Kyrgyzstan","Russia"
59967,"Kazakhstan","Russia"
59967,"Kyrgyzstan","Russia"
59967,"Mongolia","Russia"
60041,"Kyrgyzstan","Russia"
68877,"Kazakhstan","Russia"
32536,"Poland","Poland"
15339,"Italy","Germany"
15718,"Czechia","Germany"
46114,"France","France"
23871,"Argentina","Argentina"
9204,"Greece","Germany"
55288,"Argentina","Argentina"
13688,"Russia","Russia"
1033,"USA","USA"
18551,"Algeria","France"
52096,"Sweden","USA"
6482,"Venezuela","UK"
71624,"Italy","Italy"
71646,"Italy","Italy"
12278,"France","Italy"
12278,"Italy","Italy"
15089,"Italy","Italy"
49261,"Antarctica","Poland"
61060,"Australia","Australia"
8860,"UK","USA"
13405,"Greenland","UK"
13933,"UK","UK"
18030,"Italy","Italy"
5804,"USA","USA"
23452,"Italy","Italy"
9083,"Spain","Spain"
42202,"Germany","Germany"
36446,"Netherlands","Germany"
42754,"Germany","Germany"
23455,"Israel","Israel"
19637,"Italy","Romania"
28605,"Austria","USA"
28605,"Bulgaria","USA"
28605,"France","USA"
28605,"Italy","USA"
28605,"Spain","USA"
65269,"Czechia","Czech Republic"
12788,"France","France"
30138,"France","France"
9180,"Slovenia","Slovenia"
23525,"France","France"
23438,"Spain","Spain"
236,"Spain","Spain"
34117,"USA","USA"
1179,"Mexico","Mexico"
38415,"Argentina","Argentina"
24122,"Brazil","Brazil"
19202,"Brazil","Brazil"
19203,"Brazil","Brazil"
18064,"Uzbekistan","USA"
18111,"USA","USA"
10565,"Czechia","Czech Republic"
24700,"Taiwan","Taiwan"
12947,"Argentina","USA"
14563,"Albania","Italy"
6570,"USA","USA"
32285,"Japan","Japan"
1197,"China","China"
24817,"Italy","Italy"
427,"Canada","Canada"
55331,"USA","USA"
43873,"USA","USA"
13728,"UK","UK"
12042,"Argentina","Argentina"
18925,"Antarctica","UK"
12959,"Romania","France"
45312,"UK","UK"
61363,"Spain","Spain"
46577,"Peru","USA"
12928,"Russia","Lithuania"
65772,"USA","UK"
34594,"Italy","Italy"
1317,"USA","USA"
43628,"Australia","Australia"
40396,"Dominican Republic","Canada"
9225,"Mongolia","Mongolia"
57171,"Mongolia","Mongolia"
57193,"Mongolia","Mongolia"
65650,"Russia","Russia"
1346,"USA","USA"
31977,"Canada","USA"
26023,"Belgium","Belgium"
16607,"Belgium","Belgium"
60686,"Belgium","Belgium"
11493,"Canada","Canada"
230,"Belgium","Belgium"
62651,"Kazakhstan","Belgium"
30982,"USA","UK"
39550,"Dominican Republic","UK"
39313,"Myanmar (Burma)","Russia"
12966,"Belgium","USA"
12966,"Japan","USA"
12966,"Russia","USA"
57768,"France","China"
4375,"Thailand","France"
44985,"Germany","UK"
9319,"UK","UK"
56116,"UK","UK"
4141,"UK","UK"
17904,"Japan","Japan"
12724,"Czechia","Czech Republic"
30776,"Czechia","Czech Republic"
18979,"Peru","France"
40160,"Dominican Republic","USA"
23474,"Spain","Spain"
24662,"Argentina","Argentina"
70210,"Argentina","Argentina"
25847,"Spain","UK"
29951,"Ireland","UK"
38087,"Sudan","UK"
42613,"UK","UK"
42614,"USA","UK"
73116,"Italy","Italy"
75010,"Poland","Poland"
23405,"Cyprus","UK"
13295,"USA","USA"
42580,"USA","USA"
40996,"Netherlands","Netherlands"
19879,"Spain","Netherlands"
6037,"Jordan","Germany"
59675,"Austria","Austria"
74672,"Hungary","Germany"
6133,"Spain","Czech Republic"
49866,"Spain","Spain"
18824,"Japan","Japan"
62164,"Australia","USA"
62164,"New Caledonia","USA"
72844,"Bolivia","Canada"
33375,"UK","USA"
54610,"India","India"
37482,"China","China"
37933,"Canada","China"
37933,"USA","China"
41439,"Italy","Italy"
41441,"Italy","Italy"
41442,"Russia","Italy"
72703,"Italy","France"
5809,"USA","USA"
6808,"Belgium","Belgium"
27943,"Hungary","Poland"
20922,"Spain","Spain"
20925,"Spain","Spain"
1664,"USA","USA"
8325,"Egypt","USA"
55875,"USA","USA"
73010,"Argentina","Argentina"
47699,"Japan","Japan"
34006,"China","China"
38657,"New Zealand","New Zealand"
10881,"China","China"
73862,"Denmark","Denmark"
73862,"Germany","Denmark"
73862,"UK","Denmark"
73862,"Belgium","Denmark"
73862,"Netherlands","Denmark"
415,"USA","USA"
9965,"Germany","Germany"
54621,"India","India"
54622,"India","India"
52171,"South Africa","South Africa"
640,"Bolivia","USA"
14309,"USA","USA"
49679,"Japan","Japan"
23454,"Turkey","UK"
47184,"China","China"
39375,"Canada","Denmark"
51544,"Canada","Canada"
54384,"Australia","Australia"
6480,"UK","UK"
42111,"Japan","Japan"
7572,"USA","USA"
43340,"USA","USA"
46038,"UK","USA"
60370,"Egypt","USA"
53650,"China","China"
53652,"China","China"
14484,"New Zealand","Japan"
13408,"France","Sweden"
7406,"USA","USA"
59719,"USA","USA"
1975,"USA","USA"
1981,"USA","USA"
12450,"UK","UK"
33183,"Thailand","Japan"
44921,"Cuba","Cuba"
48529,"Cuba","Cuba"
12527,"Cameroon","USA"
143,"Netherlands","Netherlands"
26710,"Morocco","France"
74925,"India","India"
51043,"Dominican Republic","Sweden"
122,"USA","USA"
25339,"Dominican Republic","Switzerland"
25339,"Jamaica","Switzerland"
41694,"Japan","Japan"
41697,"Japan","Japan"
41698,"Japan","Japan"
41699,"Japan","Japan"
41700,"Japan","Japan"
7467,"Mongolia","Russia"
54172,"Austria","Austria"
215,"Egypt","Egypt"
13765,"Brazil","USA"
279,"France","UK"
26254,"USA","UK"
59026,"USA","UK"
6455,"Italy","Germany"
34229,"Mongolia","Russia"
14403,"USA","USA"
40205,"Dominican Republic","Poland"
49139,"Czechia","Russia"
34660,"Japan","Japan"
73617,"Japan","Japan"
70467,"Greece","Greece"
63251,"Australia","Australia"
63252,"Australia","Australia"
2128,"USA","USA"
2129,"USA","USA"
2131,"USA","USA"
33565,"Russia","Russia"
30600,"USA","Hungary"
32414,"Turkey","Hungary"
38579,"USA","Hungary"
10222,"Italy","Germany"
5877,"Dominican Republic","USA"
5877,"Mexico","USA"
6600,"Mongolia","Australia"
38820,"Australia","Australia"
39130,"France","Poland"
47161,"Dominican Republic","Poland"
59908,"India","India"
8568,"UK","Germany"
27491,"Russia","Russia"
66305,"Estonia","Estonia"
11192,"Venezuela","Portugal"
11193,"Venezuela","Portugal"
64092,"France","France"
44127,"France","France"
44127,"Switzerland","France"
51519,"Australia","Australia"
24874,"France","France"
4033,"China","China"
70551,"USA","USA"
40462,"USA","USA"
17337,"Russia","Russia"
14798,"Australia","Australia"
57669,"Kazakhstan","Russia"
50937,"Madagascar","France"
10492,"USA","USA"
34159,"Brazil","USA"
57112,"China","USA"
57112,"Kazakhstan","USA"
59863,"Kazakhstan","USA"
60079,"China","USA"
60824,"Kazakhstan","USA"
60825,"China","USA"
31826,"USA","USA"
40869,"Mongolia","Russia"
73344,"USA","USA"
69574,"Spain","Spain"
39097,"Russia","Russia"
52701,"Dominican Republic","Puerto Rico"
64393,"Norway","Germany"
64393,"Sweden","Germany"
28527,"Greece","Greece"
53538,"Germany","Spain"
5838,"Brazil","Brazil"
7683,"Brazil","UK"
17073,"Jordan","UK"
30321,"UK","UK"
5844,"Brazil","Brazil"
52734,"Brazil","Brazil"
66450,"Poland","Poland"
26817,"Russia","Russia"
2548,"USA","USA"
11343,"Tajikistan","Tajikistan"
49317,"Brazil","Brazil"
19102,"Oman","Egypt"
39894,"Dominican Republic","Denmark"
40298,"Dominican Republic","USA"
69240,"Mongolia","Russia"
69241,"Mongolia","Russia"
12153,"USA","USA"
34720,"Japan","Japan"
12524,"Australia","Australia"
12525,"Australia","Australia"
12810,"Antarctica","Australia"
51993,"Hungary","Hungary"
34747,"Germany","Germany"
8921,"Kazakhstan","Russia"
8921,"Mongolia","Russia"
40865,"Russia","Russia"
50974,"Kazakhstan","Russia"
50974,"Mongolia","Russia"
50974,"Russia","Russia"
65031,"Canada","Canada"
17135,"France","France"
8242,"Russia","Russia"
8342,"Germany","France"
39599,"France","France"
50095,"France","France"
50095,"Spain","France"
55968,"Germany","France"
56643,"France","France"
10147,"Spain","Germany"
14194,"Kazakhstan","Kazakhstan"
26959,"Kazakhstan","Kazakhstan"
33638,"Oman","Japan"
40858,"Russia","Kazakhstan"
8480,"Norway","Norway"
65018,"Canada","Canada"
12811,"Argentina","Argentina"
34785,"Russia","Russia"
50973,"Kazakhstan","Russia"
50973,"Kyrgyzstan","Russia"
17049,"Germany","Germany"
32229,"Japan","Japan"
47122,"Svalbard & Jan Mayen","Poland"
66131,"French Southern Territories","USA"
63925,"Spain","Spain"
9905,"Mongolia","Poland"
2725,"USA","USA"
11821,"China","China"
45665,"Spain","Spain"
23472,"Italy","UK"
26789,"Spain","Netherlands"
60597,"Spain","Netherlands"
42511,"China","China"
4922,"Namibia","France"
40210,"Argentina","Brazil"
23516,"Bulgaria","Poland"
35982,"USA","Poland"
57682,"Russia","Russia"
45674,"Dominican Republic","USA"
46753,"Dominican Republic","USA"
23439,"Spain","Spain"
15223,"Kazakhstan","Russia"
17341,"Bulgaria","Russia"
39628,"Poland","Russia"
51044,"Russia","Russia"
69656,"Italy","Italy"
40468,"Dominican Republic","USA"
40468,"Lebanon","USA"
32586,"Turkmenistan","Russia"
32586,"Uzbekistan","Russia"
38433,"Argentina","USA"
35920,"China","China"
12946,"South Africa","South Africa"
15520,"France","France"
51648,"UK","UK"
10650,"Romania","Romania"
39466,"Antarctica","Poland"
29516,"Namibia","USA"
40867,"Russia","Russia"
40871,"Russia","Russia"
51681,"Mongolia","Russia"
51681,"Russia","Russia"
68770,"France","France"
29250,"Canada","Canada"
35443,"China","China"
51217,"China","China"
43657,"Australia","USA"
18469,"USA","USA"
35078,"Austria","USA"
43718,"USA","USA"
44168,"Bulgaria","USA"
44168,"Germany","USA"
44168,"Poland","USA"
11156,"Tunisia","USA"
67841,"Spain","Spain"
2966,"USA","USA"
44288,"Dominican Republic","USA"
7706,"Spain","Spain"
12466,"China","Canada"
8441,"Poland","Poland"
23440,"Morocco","France"
23442,"Algeria","France"
54940,"Japan","Japan"
13587,"Italy","Italy"
46384,"Australia","Australia"
19126,"Italy","Switzerland"
51175,"Austria","Austria"
35659,"USA","USA"
14521,"Japan","Japan"
12154,"Japan","Japan"
67240,"Canada","Germany"
44981,"Germany","Germany"
6768,"France","UK"
9324,"Brazil","UK"
71095,"Poland","Poland"
9872,"Iran","Germany"
9361,"China","China"
27298,"Russia","Australia"
33689,"China","Australia"
30336,"USA","USA"
73683,"USA","USA"
29052,"Tajikistan","Russia"
46526,"South Africa","South Africa"
74443,"Australia","Sweden"
27088,"Belgium","Belgium"
60842,"Belgium","Belgium"
58001,"USA","USA"
61655,"USA","USA"
70478,"USA","USA"
11397,"Turkey","USA"
25457,"Antarctica","Poland"
34784,"Russia","Russia"
36999,"Kazakhstan","Russia"
36999,"Kyrgyzstan","Russia"
50999,"Kyrgyzstan","Russia"
61947,"Denmark","Denmark"
52522,"USA","USA"
61257,"France","France"
61257,"UK","France"
28485,"Germany","Canada"
14598,"USA","USA"
25880,"USA","USA"
5263,"Ethiopia","Japan"
5875,"Mexico","Poland"
50251,"Lebanon","Poland"
50251,"Russia","Poland"
69242,"Hungary","Hungary"
32479,"Bolivia","Japan"
6447,"USA","USA"
8655,"Romania","Romania"
60042,"China","China"
39017,"Italy","Italy"
47625,"Italy","Italy"
29949,"Spain","Spain"
550,"UK","UK"
551,"UK","UK"
72469,"Italy","USA"
72469,"Lebanon","USA"
72469,"Slovenia","USA"
30147,"Japan","UK"
30893,"UK","UK"
52943,"Norway","Norway"
13430,"Germany","Netherlands"
19927,"Austria","Czech Republic"
46809,"Spain","Spain"
49808,"France","France"
47325,"Colombia","Colombia"
11191,"Venezuela","USA"
17753,"France","France"
53823,"China","China"
54568,"China","China"
57235,"China","China"
52274,"Poland","Poland"
4002,"Romania","USA"
52451,"Germany","Germany"
52451,"Russia","Germany"
3646,"USA","USA"
3652,"USA","USA"
46412,"Australia","Australia"
5756,"Canada","Canada"
61567,"France","Poland"
3755,"USA","USA"
13726,"UK","UK"
60538,"New Zealand","New Zealand"
62449,"Russia","UK"
18129,"Antarctica","Poland"
12483,"China","Canada"
37006,"Canada","Canada"
25885,"UK","Ireland"
9974,"China","China"
33764,"Japan","Japan"
35813,"China","Australia"
8110,"Uruguay","Argentina"
18018,"Canada","Canada"
44319,"Canada","Canada"
15309,"Tunisia","Tunisia"
37681,"China","China"
51289,"China","China"
35619,"Australia","Australia"
26331,"Afghanistan","Morocco"
23633,"France","France"
55407,"Russia","Germany"
606,"Argentina","Argentina"
50805,"Russia","Russia"
19022,"Mexico","Mexico"
52416,"Mexico","Mexico"
40859,"Kazakhstan","Russia"
40859,"Mongolia","Russia"
40859,"Russia","Russia"
47495,"Turkey","Turkey"
64755,"Spain","Spain"
13710,"Japan","Japan"
75009,"UK","UK"
13536,"Afghanistan","Italy"
13536,"Pakistan","Italy"
13536,"Tajikistan","Italy"
5182,"Dominican Republic","Russia"
27869,"Australia","Australia"
28321,"Australia","Australia"
13273,"Russia","Australia"
43525,"France","France"
68878,"Kazakhstan","Russia"
73856,"Russia","Russia"
7581,"USA","USA"
54268,"Japan","Japan"
74686,"USA","USA"
38841,"Switzerland","Switzerland"
30958,"Mongolia","Russia"
72714,"Argentina","Argentina"
23475,"Poland","Poland"
58887,"Poland","Poland"
72456,"India","Russia"
72456,"Turkmenistan","Russia"
16919,"Japan","USA"
16919,"USA","USA"
12130,"Japan","USA"
12130,"USA","USA"
9341,"Greece","Germany"
44620,"Dominican Republic","Switzerland"
74265,"Italy","Italy"
25298,"USA","USA"
15742,"USA","USA"
12796,"Switzerland","Switzerland"
1047,"China","USA"
1050,"USA","USA"
14516,"Germany","Germany"
31118,"Chile","USA"
8703,"UK","UK"
15587,"UK","UK"
28252,"Germany","Germany"
1063,"USA","USA"
3967,"Algeria","France"
13048,"Italy","Italy"
48351,"USA","Australia"
40862,"Russia","Russia"
12542,"Ukraine","Ukraine"
55405,"Norway","Poland"
42205,"Russia","Russia"
24444,"Ireland","USA"
17003,"UK","UK"
35812,"Australia","Australia"
52497,"Italy","Italy"
16624,"Argentina","Argentina"
62647,"Argentina","Argentina"
5806,"USA","Netherlands"
7461,"South Africa","UK"
43080,"Germany","Germany"
17108,"France","France"
17131,"France","France"
17132,"France","France"
8002,"Oman","France"
62676,"Czechia","Czech Republic"
62676,"France","Czech Republic"
