"reference_no","samp_country","aff_country"
7634,"Italy","Czech Republic"
13224,"Austria","Czech Republic"
39266,"Morocco","France"
39266,"UK","France"
39953,"USA","Russia"
74442,"Australia","Sweden"
13284,"USA","USA"
45052,"Spain","UK"
68990,"Australia","UK"
70508,"USA","USA"
71392,"USA","USA"
72546,"USA","USA"
6622,"Canada","USA"
26824,"Russia","Russia"
66133,"Northern Mariana Islands","USA"
66160,"Papua New Guinea","USA"
66341,"Antigua & Barbuda","USA"
18332,"Greece","Germany"
37072,"Russia","Russia"
38181,"USA","USA"
11385,"Armenia","Russia"
11385,"Azerbaijan","Russia"
11385,"Russia","Russia"
38704,"China","China"
41728,"Mongolia","Russia"
12626,"USA","USA"
19393,"USA","Canada"
72943,"Uruguay","Argentina"
72751,"Argentina","Argentina"
3392,"USA","USA"
42261,"Turkey","Turkey"
64222,"Australia","Australia"
12918,"USA","USA"
11314,"Argentina","Argentina"
12851,"Austria","Austria"
50236,"Germany","Germany"
8611,"Greece","Greece"
13281,"USA","USA"
74793,"USA","Australia"
7631,"Austria","Slovenia"
62348,"Italy","USA"
75040,"Italy","Sweden"
75040,"Norway","Sweden"
75040,"Spain","Sweden"
75040,"UK","Sweden"
75040,"Cyprus","Sweden"
75040,"Portugal","Sweden"
73636,"UK","UK"
30145,"Tanzania","Germany"
30145,"USA","Germany"
64191,"Japan","Japan"
31625,"Indonesia","Netherlands"
9344,"Spain","Spain"
40248,"South Africa","South Africa"
9453,"UK","Netherlands"
11300,"Mexico","Mexico"
65013,"Argentina","Argentina"
47903,"Saudi Arabia","Australia"
16400,"Spain","Sweden"
13734,"Russia","Russia"
29353,"Argentina","Argentina"
9643,"Austria","Germany"
9643,"Czechia","Germany"
9643,"Germany","Germany"
9643,"Netherlands","Germany"
9643,"Poland","Germany"
51570,"Mongolia","Slovakia"
51570,"Russia","Slovakia"
54199,"Brazil","Slovakia"
19616,"Croatia","Croatia"
9128,"Canada","USA"
9128,"Sweden","USA"
9128,"USA","USA"
9149,"Sweden","USA"
3558,"Mexico","USA"
3558,"USA","USA"
35686,"South Africa","Australia"
51692,"Spain","South Africa"
23016,"Australia","USA"
812,"USA","USA"
35576,"USA","USA"
23348,"Switzerland","Switzerland"
29704,"Belgium","USA"
29704,"Netherlands","USA"
45777,"Niger","France"
43473,"Hungary","Sweden"
54697,"Australia","Australia"
17884,"Germany","Germany"
72458,"Canada","Canada"
72458,"USA","Canada"
55703,"Germany","Germany"
7006,"USA","USA"
30608,"Australia","Korea"
62169,"Fiji","New Zealand"
72406,"French Southern Territories","New Zealand"
14904,"UK","UK"
54077,"China","China"
35600,"China","China"
33760,"Japan","Japan"
27898,"Thailand","Japan"
11004,"Canada","USA"
44897,"China","China"
48005,"Turkey","Turkey"
50965,"China","China"
40734,"China","China"
35252,"China","China"
30014,"South Korea","South Korea"
30016,"South Korea","South Korea"
18545,"Russia","Russia"
54704,"Russia","Germany"
40415,"China","China"
41457,"China","China"
14249,"China","China"
3997,"China","China"
59381,"China","China"
12309,"Russia","Russia"
12409,"Russia","Russia"
64654,"Russia","Russia"
12786,"Russia","China"
14361,"Canada","Germany"
70215,"Morocco","Morocco"
67770,"France","Spain"
936,"USA","USA"
52541,"Mexico","Mexico"
15173,"USA","USA"
4215,"France","France"
67774,"France","Spain"
45131,"Dominican Republic","Brazil"
45132,"Dominican Republic","Denmark"
34875,"South Africa","South Africa"
46453,"Pakistan","USA"
45281,"Argentina","Argentina"
48169,"Argentina","Argentina"
39172,"Russia","Russia"
46313,"Russia","Russia"
9304,"Canada","Canada"
66728,"Canada","USA"
23743,"Spain","Spain"
74270,"India","India"
11985,"India","India"
11997,"India","India"
14072,"USA","USA"
55062,"Brazil","USA"
55062,"Chile","USA"
55062,"India","USA"
55062,"Mexico","USA"
55062,"Tanzania","USA"
55062,"USA","USA"
50807,"Austria","Italy"
50807,"Italy","Italy"
72920,"Russia","Russia"
39747,"France","France"
34464,"Antarctica","Argentina"
12691,"Mexico","USA"
12731,"Spain","Germany"
46576,"Argentina","Argentina"
30218,"Russia","USA"
1032,"USA","USA"
19236,"China","USA"
8349,"Germany","Germany"
8349,"Mongolia","Germany"
8349,"Russia","Germany"
35362,"Brazil","Germany"
35430,"Germany","Germany"
37805,"Germany","Germany"
1056,"USA","USA"
7046,"Argentina","Argentina"
69313,"Brazil","Brazil"
26922,"Germany","USA"
27405,"Russia","Russia"
28550,"Italy","Italy"
40864,"Russia","Russia"
42188,"Mongolia","Russia"
63537,"Austria","Switzerland"
63537,"Germany","Switzerland"
60412,"Argentina","Argentina"
63889,"Switzerland","France"
8881,"Portugal","UK"
9589,"Turkey","France"
41445,"Italy","Italy"
41446,"Italy","Italy"
15174,"USA","USA"
44503,"Argentina","Argentina"
27370,"Australia","Australia"
27370,"New Zealand","Australia"
12427,"USA","USA"
19348,"Canada","Canada"
47634,"France","Switzerland"
546,"Greenland","Sweden"
9119,"Jamaica","USA"
13031,"France","France"
13032,"France","France"
30127,"France","France"
30137,"France","France"
36763,"Thailand","France"
66208,"Russia","Georgia"
33222,"Vanuatu","New Caledonia"
67042,"Australia","Australia"
12893,"USA","USA"
18978,"Argentina","Argentina"
8989,"Canada","USA"
18079,"Canada","Russia"
19204,"Brazil","Brazil"
55132,"Italy","Italy"
18572,"Oman","France"
24899,"Marshall Islands","France"
18072,"Argentina","USA"
15172,"USA","USA"
14087,"USA","USA"
67791,"Czechia","Czech Republic"
17690,"UK","UK"
62477,"China","UK"
62477,"Myanmar (Burma)","UK"
48890,"Dominican Republic","USA"
57243,"Indonesia","USA"
12506,"France","Spain"
12506,"Spain","Spain"
10418,"Australia","Australia"
15822,"Australia","Australia"
23782,"Indonesia","France"
36597,"Greece","France"
46349,"Romania","Romania"
11034,"Spain","Spain"
13893,"USA","USA"
37798,"France","UK"
7449,"Croatia","Italy"
14872,"Italy","Italy"
12823,"Greece","UK"
45333,"Mongolia","Mongolia"
9976,"Mongolia","Mongolia"
57161,"Mongolia","Mongolia"
61686,"Italy","Italy"
71913,"Greece","France"
64145,"Argentina","Argentina"
50846,"France","France"
30989,"China","China"
73625,"Tanzania","USA"
73625,"Colombia","USA"
57789,"Thailand","France"
44052,"UK","UK"
44560,"UK","UK"
44982,"Italy","UK"
7522,"Hungary","Hungary"
27568,"Germany","Switzerland"
51135,"Brazil","UK"
17858,"USA","USA"
15879,"Sweden","Sweden"
1419,"USA","USA"
1420,"USA","USA"
8685,"Czechia","Sweden"
810,"USA","USA"
52554,"Australia","Australia"
50310,"USA","USA"
11313,"Russia","USA"
36485,"USA","USA"
37282,"USA","USA"
39697,"USA","USA"
46505,"Kazakhstan","Germany"
12896,"USA","USA"
26529,"Spain","UK"
10335,"Poland","UK"
14077,"Japan","UK"
33898,"Spain","UK"
37279,"Brazil","UK"
57725,"UK","UK"
34405,"Chile","China"
1478,"Germany","Czech Republic"
1478,"USA","Czech Republic"
19825,"Czechia","Czech Republic"
19825,"Germany","Czech Republic"
56631,"Czechia","Italy"
25080,"USA","USA"
17861,"USA","USA"
48526,"Antigua & Barbuda","USA"
5835,"Brazil","Brazil"
34171,"UK","UK"
42909,"Netherlands","Netherlands"
12084,"Czechia","Czech Republic"
13129,"USA","Czech Republic"
15936,"Czechia","Czech Republic"
19833,"Austria","Spain"
19833,"France","Spain"
19833,"Spain","Spain"
59031,"Spain","Spain"
64756,"Micronesia (Federated States of)","Japan"
74794,"Mexico","Mexico"
35868,"Hungary","Hungary"
36177,"Hungary","Hungary"
41668,"Australia","USA"
61615,"Mexico","Mexico"
12975,"France","USA"
14081,"USA","USA"
18246,"Brazil","USA"
37894,"Canada","USA"
37483,"Uzbekistan","USA"
38066,"Mongolia","USA"
19862,"Kazakhstan","Canada"
19862,"Uzbekistan","Canada"
11323,"Russia","Germany"
6827,"Belgium","Belgium"
43865,"Morocco","France"
27946,"Poland","Poland"
61660,"New Zealand","New Zealand"
32207,"Pakistan","USA"
19404,"Luxembourg","Belgium"
1679,"France","France"
14182,"Argentina","Argentina"
11325,"Russia","Russia"
63602,"Russia","Russia"
23553,"USA","USA"
7166,"Germany","Germany"
15699,"Germany","Germany"
15699,"Poland","Germany"
16523,"Germany","Germany"
16523,"Poland","Germany"
43263,"USA","USA"
17856,"Poland","Russia"
33525,"Russia","Russia"
9587,"Turkey","France"
9588,"Turkey","France"
57800,"USA","USA"
44719,"Poland","Germany"
44719,"Russia","Germany"
9963,"Germany","Germany"
42340,"Portugal","Germany"
42341,"Portugal","Germany"
42342,"Portugal","Germany"
61037,"Australia","Australia"
18844,"USA","USA"
42277,"USA","USA"
16687,"Russia","France"
4027,"China","China"
13773,"USA","USA"
65405,"USA","USA"
47593,"Hungary","USA"
52399,"Japan","Japan"
13900,"China","China"
14090,"USA","USA"
31004,"USA","USA"
1822,"USA","USA"
41626,"Tanzania","Germany"
50923,"Lithuania","Austria"
50923,"Poland","Austria"
50923,"Russia","Austria"
11259,"USA","USA"
51589,"Poland","Poland"
10070,"Estonia","Estonia"
48802,"Japan","Japan"
7901,"UK","USA"
10329,"UK","USA"
53672,"China","China"
60006,"China","China"
1962,"USA","USA"
44546,"Germany","UK"
14089,"USA","USA"
17975,"USA","USA"
1977,"USA","USA"
1978,"USA","USA"
40967,"USA","USA"
19342,"Japan","Japan"
18391,"Thailand","Japan"
32435,"Japan","Japan"
55928,"Jamaica","Netherlands"
51625,"China","Netherlands"
31027,"China","China"
54441,"Australia","Australia"
50297,"Dominican Republic","France"
51399,"Germany","Germany"
45811,"Argentina","USA"
27752,"USA","UK"
27768,"USA","UK"
34262,"UK","UK"
15028,"Japan","Japan"
39109,"Japan","Japan"
55133,"Japan","Japan"
7504,"USA","USA"
12888,"USA","USA"
13823,"USA","USA"
14083,"USA","USA"
49379,"France","France"
33184,"Thailand","Japan"
67255,"Japan","Japan"
66435,"Japan","Japan"
7774,"USA","USA"
2134,"USA","USA"
2135,"USA","USA"
2136,"USA","USA"
3920,"Canada","Canada"
45819,"Argentina","Argentina"
40879,"USA","USA"
12420,"India","India"
51587,"Poland","Poland"
51588,"Russia","Poland"
12419,"India","India"
8522,"Czechia","Czech Republic"
72932,"Cape Verde","Spain"
14789,"China","China"
61134,"Spain","Spain"
59964,"Kyrgyzstan","Russia"
7840,"France","France"
18541,"Argentina","Argentina"
69944,"Argentina","Argentina"
65504,"Italy","Italy"
43594,"Brazil","Brazil"
30610,"USA","USA"
18560,"Russia","Russia"
15170,"USA","USA"
15171,"USA","USA"
51113,"USA","USA"
51114,"USA","USA"
12890,"Australia","Australia"
36377,"Australia","Australia"
57695,"Kazakhstan","Russia"
25224,"France","France"
30421,"France","France"
6280,"Mexico","USA"
6280,"USA","USA"
58360,"USA","USA"
59148,"USA","USA"
59850,"Kazakhstan","USA"
8908,"Germany","Russia"
8908,"Kazakhstan","Russia"
8908,"Kyrgyzstan","Russia"
8908,"Mongolia","Russia"
8908,"Russia","Russia"
41212,"Poland","Poland"
53375,"Poland","Estonia"
39917,"Poland","Czech Republic"
39917,"Russia","Czech Republic"
18118,"Mongolia","USA"
12,"USA","Czech Republic"
53416,"Spain","Spain"
33595,"China","Russia"
33595,"Mongolia","Russia"
44555,"USA","USA"
19032,"Argentina","Argentina"
40617,"Chile","UK"
5847,"Brazil","Brazil"
5848,"Brazil","Brazil"
5849,"Brazil","Brazil"
51081,"Brazil","Brazil"
53537,"Brazil","Brazil"
55911,"Brazil","Brazil"
36988,"Russia","Russia"
278,"Italy","France"
13153,"Portugal","Portugal"
13634,"Philippines","Japan"
30864,"Japan","Japan"
43840,"Argentina","Argentina"
74716,"Germany","Germany"
26818,"Russia","Russia"
14091,"Canada","Canada"
47097,"UK","Germany"
29386,"China","USA"
69730,"Morocco","Czech Republic"
14674,"Switzerland","Switzerland"
57908,"UK","UK"
57805,"USA","UK"
74593,"Slovakia","Slovakia"
2599,"Japan","Japan"
59495,"Japan","Japan"
11769,"Argentina","Argentina"
57771,"Kenya","Spain"
57771,"Namibia","Spain"
18494,"France","Poland"
8940,"Kazakhstan","Russia"
43700,"India","India"
67559,"Netherlands","Netherlands"
17973,"USA","USA"
33627,"Japan","Japan"
71050,"Argentina","Argentina"
38253,"Brazil","France"
38253,"Germany","France"
38253,"Mongolia","France"
38253,"UK","France"
39617,"Tunisia","France"
69674,"USA","USA"
11963,"Canada","Canada"
10328,"UK","UK"
40036,"Russia","Russia"
40052,"Russia","Russia"
44720,"Russia","Russia"
49505,"Russia","Russia"
2675,"USA","USA"
32604,"Japan","Japan"
57759,"Brazil","Brazil"
51475,"Dominican Republic","Italy"
51476,"Dominican Republic","Italy"
14991,"USA","USA"
27382,"Russia","Russia"
14486,"Slovakia","Slovakia"
13827,"China","China"
52019,"Argentina","Argentina"
887,"Australia","Russia"
56194,"Germany","Germany"
24109,"Brazil","France"
50885,"France","Germany"
52489,"Oman","France"
4066,"USA","USA"
36602,"France","Australia"
28228,"Poland","Poland"
65671,"Slovakia","Slovakia"
44286,"Dominican Republic","USA"
38998,"Italy","Italy"
48758,"Argentina","Argentina"
69224,"Argentina","Argentina"
69962,"Argentina","Argentina"
856,"Canada","Canada"
30478,"USA","USA"
61014,"China","China"
19365,"Austria","Austria"
24595,"USA","USA"
12895,"Belgium","France"
12895,"Brazil","France"
51076,"Argentina","Argentina"
14864,"USA","USA"
13729,"UK","UK"
30391,"Denmark","Sweden"
24604,"Spain","Spain"
38220,"China","China"
44333,"China","China"
48735,"China","China"
51216,"China","China"
35608,"Italy","Italy"
69860,"USA","USA"
13492,"Russia","Russia"
9448,"Turkey","Netherlands"
30423,"Brazil","Brazil"
10337,"Argentina","Australia"
66834,"Spain","USA"
28997,"USA","USA"
35191,"Germany","USA"
44173,"France","USA"
44173,"Italy","USA"
44173,"Switzerland","USA"
2928,"USA","USA"
694,"Mexico","Mexico"
45699,"Dominican Republic","Czech Republic"
11332,"Poland","Poland"
11332,"Slovakia","Poland"
55217,"Estonia","Estonia"
55217,"Russia","Estonia"
55217,"Sweden","Estonia"
27170,"Russia","USA"
17679,"Spain","Spain"
29947,"Spain","Spain"
51920,"Spain","Spain"
73378,"Venezuela","Venezuela"
28108,"Russia","Russia"
16316,"Argentina","Argentina"
72185,"Eritrea","Italy"
34993,"Germany","Germany"
3010,"USA","USA"
15113,"USA","USA"
48151,"USA","USA"
48299,"USA","USA"
28452,"Italy","USA"
67409,"Argentina","Argentina"
3096,"Canada","USA"
3096,"USA","USA"
9032,"Turkey","France"
9586,"Turkey","France"
24765,"Turkey","Germany"
34170,"USA","Germany"
72174,"Taiwan","Taiwan"
75068,"UK","USA"
75068,"USA","USA"
6856,"China","Japan"
51529,"China","China"
7896,"Russia","Russia"
7633,"Austria","Czech Republic"
13209,"Slovakia","Czech Republic"
61220,"France","France"
14076,"Morocco","France"
918,"Brazil","Brazil"
55508,"Belgium","Belgium"
25354,"Greenland","Iceland"
6941,"USA","USA"
40851,"Russia","Russia"
31002,"USA","USA"
11625,"Russia","Russia"
42868,"Russia","Russia"
33696,"Greece","USA"
16685,"Bulgaria","Bulgaria"
66332,"USA","USA"
34420,"Canada","USA"
19072,"Canada","Canada"
62602,"Jamaica","USA"
5852,"Brazil","Germany"
40485,"Lebanon","Germany"
40487,"Dominican Republic","Germany"
47316,"Russia","Russia"
51621,"Switzerland","Switzerland"
28560,"Slovakia","Slovakia"
40392,"Dominican Republic","Poland"
40753,"Poland","Poland"
40753,"Russia","Poland"
45712,"Dominican Republic","Poland"
50892,"Poland","Poland"
51585,"Spain","Poland"
50449,"Dominican Republic","Argentina"
51584,"Poland","Poland"
12937,"Austria","Poland"
29744,"Argentina","Argentina"
11768,"Argentina","Argentina"
41300,"Argentina","Argentina"
14079,"Japan","Japan"
38259,"Japan","Japan"
12933,"Antarctica","Italy"
33067,"China","Netherlands"
27925,"Japan","Japan"
61072,"Australia","USA"
7895,"Australia","Australia"
55240,"Estonia","Estonia"
24140,"France","USA"
59449,"France","France"
33359,"USA","USA"
70152,"Greece","Greece"
26954,"Turkey","Turkey"
891,"Kazakhstan","Russia"
891,"Russia","Russia"
60964,"Hungary","Hungary"
7503,"USA","USA"
24318,"Spain","Spain"
70400,"Germany","Netherlands"
13592,"Kazakhstan","Russia"
13592,"Moldova","Russia"
13592,"Russia","Russia"
13592,"Ukraine","Russia"
13294,"Russia","Russia"
12909,"Hungary","Romania"
27145,"Spain","France"
59777,"Estonia","Estonia"
59777,"Latvia","UK"
19221,"Colombia","USA"
13733,"Russia","Russia"
49506,"Kyrgyzstan","Russia"
3497,"Mongolia","Russia"
18707,"Colombia","USA"
18707,"Costa Rica","USA"
18707,"Dominican Republic","USA"
18707,"Ecuador","USA"
18707,"Haiti","USA"
18707,"Jamaica","USA"
18707,"Mexico","USA"
18707,"Puerto Rico","USA"
18707,"Trinidad & Tobago","USA"
18707,"USA","USA"
18707,"Venezuela","USA"
24818,"Turkey","Germany"
13533,"China","China"
33736,"China","China"
53835,"China","China"
57256,"China","China"
17099,"USA","USA"
46606,"South Africa","Australia"
42454,"South Africa","Australia"
3560,"Canada","USA"
6229,"USA","USA"
7310,"USA","USA"
9777,"Australia","Australia"
48555,"USA","USA"
48932,"USA","USA"
4092,"UK","UK"
425,"Canada","UK"
55433,"Austria","Poland"
3643,"USA","USA"
38938,"Kazakhstan","Russia"
50783,"Germany","Russia"
7436,"Indonesia","UK"
2,"USA","USA"
33897,"Germany","Germany"
13881,"USA","USA"
65848,"Niue","New Zealand"
66128,"New Zealand","New Zealand"
66377,"New Zealand","New Zealand"
42945,"Australia","Australia"
47617,"Madagascar","Germany"
9884,"China","China"
14917,"China","China"
61738,"Japan","Japan"
15003,"Japan","Japan"
13796,"Philippines","Taiwan"
50964,"China","China"
40544,"China","China"
19122,"Germany","Germany"
46217,"Poland","Poland"
67716,"China","China"
25358,"Germany","Germany"
17410,"Portugal","Germany"
13152,"Italy","Italy"
32211,"Iran","Australia"
49884,"Ireland","UK"
71718,"Canada","UK"
47550,"Spain","Spain"
13470,"Jordan","Jordan"
11747,"Laos","France"
8428,"Switzerland","Switzerland"
72219,"Benin","France"
74256,"UK","UK"
48334,"Germany","Germany"
48335,"Germany","Germany"
60616,"Spain","Portugal"
18935,"Australia","Australia"
61086,"Australia","Australia"
39491,"Spain","Spain"
61907,"UK","UK"
29042,"Mongolia","Russia"
43531,"France","France"
12996,"Kazakhstan","Russia"
12996,"Tajikistan","Russia"
12996,"Ukraine","Russia"
12996,"Uzbekistan","Russia"
28808,"Kazakhstan","Russia"
35462,"Kyrgyzstan","Russia"
73858,"Russia","Russia"
55408,"Romania","Romania"
31028,"Argentina","Argentina"
38103,"Brazil","Australia"
11607,"Argentina","Argentina"
64354,"Georgia","Russia"
64354,"Turkmenistan","Russia"
6612,"Slovenia","Germany"
7133,"Austria","Germany"
7133,"Germany","Germany"
12730,"Spain","Spain"
46389,"Argentina","Argentina"
46419,"Argentina","Argentina"
46420,"Argentina","Argentina"
46464,"Argentina","Argentina"
46494,"Argentina","Argentina"
36467,"Italy","Germany"
10552,"Australia","UK"
71142,"Bulgaria","Bulgaria"
71142,"Serbia","Bulgaria"
67054,"Argentina","UK"
67054,"Italy","UK"
11911,"Italy","Italy"
15062,"Italy","Italy"
50356,"China","China"
69770,"Australia","Australia"
41289,"Russia","Russia"
32761,"Greenland","UK"
61216,"France","France"
18934,"Russia","Russia"
42932,"Argentina","Argentina"
38197,"Brazil","Brazil"
38342,"Australia","Canada"
38342,"Austria","Canada"
38342,"Hungary","Canada"
212,"Mexico","USA"
66625,"Canada","Canada"
33445,"USA","USA"
61061,"Australia","Australia"
3963,"Mongolia","UK"
53315,"Lithuania","UK"
53315,"Norway","UK"
53315,"Russia","UK"
53315,"Sweden","UK"
17114,"France","France"
17117,"France","France"
17130,"France","France"
49868,"Romania","Spain"
66490,"South Africa","Zimbabwe"
11238,"Argentina","Argentina"
11074,"UK","UK"
9168,"USA","USA"
42676,"India","France"
14149,"Brazil","Brazil"
21,"Ireland","UK"
9662,"France","France"
13030,"France","France"
26424,"Australia","USA"
32111,"Brazil","Brazil"
14676,"Spain","Spain"
16800,"Spain","Spain"
54458,"Australia","Australia"
7058,"USA","USA"
40106,"Dominican Republic","USA"
55055,"USA","USA"
74062,"Brazil","Brazil"
13769,"Morocco","France"
61004,"Kazakhstan","Italy"
11766,"UK","UK"
29399,"USA","USA"
1212,"USA","USA"
1219,"USA","USA"
1248,"USA","USA"
11717,"USA","USA"
10061,"Russia","UK"
10061,"USA","UK"
56817,"Netherlands","UK"
55353,"USA","USA"
417,"China","UK"
29416,"China","UK"
10596,"Australia","Australia"
10813,"Australia","Australia"
18987,"Australia","Australia"
43241,"Australia","Australia"
43258,"Australia","Australia"
1278,"USA","USA"
5761,"USA","USA"
39391,"UK","UK"
36384,"Australia","UK"
13274,"UK","UK"
44756,"Russia","Lithuania"
73734,"Russia","Lithuania"
7456,"Italy","Italy"
54299,"Croatia","Italy"
54299,"Italy","Italy"
54299,"Slovenia","Italy"
10581,"Mexico","Argentina"
59271,"Kyrgyzstan","Russia"
398,"Australia","Australia"
1332,"Mongolia","Mongolia"
50008,"Canada","Canada"
70469,"Greece","Greece"
70470,"Greece","Greece"
64133,"Argentina","Argentina"
50774,"Turkey","UK"
15196,"France","Switzerland"
15196,"Switzerland","Switzerland"
13699,"Greece","Greece"
25913,"Peru","USA"
58852,"Italy","France"
58852,"Marshall Islands","France"
58852,"USA","France"
46972,"Colombia","USA"
11755,"China","China"
11756,"China","China"
11757,"China","China"
11761,"China","China"
11762,"China","China"
11764,"China","China"
70572,"Argentina","Argentina"
57979,"Thailand","France"
16873,"France","France"
44973,"Germany","UK"
9431,"Germany","UK"
49562,"UK","UK"
9017,"Canada","Canada"
33473,"Japan","Japan"
58314,"Egypt","Egypt"
67445,"USA","USA"
60108,"USA","USA"
10580,"Mexico","USA"
37280,"Spain","UK"
18868,"Italy","Italy"
10427,"Australia","France"
59797,"Germany","Italy"
10278,"Italy","Italy"
1488,"USA","USA"
17802,"Iran","Austria"
17802,"Thailand","Austria"
17802,"Tunisia","Austria"
31746,"Austria","Germany"
27275,"Italy","Italy"
8877,"USA","USA"
26577,"Chile","Chile"
60612,"Spain","Netherlands"
246,"Spain","Spain"
41444,"Spain","Italy"
35537,"Argentina","Argentina"
46429,"Argentina","Argentina"
71435,"Greece","France"
33151,"Albania","Italy"
58366,"Egypt","Germany"
60814,"Spain","France"
6010,"Pakistan","USA"
6010,"UK","USA"
50052,"France","France"
19410,"France","Belgium"
32012,"France","Belgium"
66786,"France","Belgium"
60578,"Australia","Australia"
46863,"Colombia","Argentina"
73161,"Argentina","Argentina"
31148,"South Africa","South Africa"
30729,"Norway","Norway"
30729,"UK","Norway"
15698,"Germany","Germany"
15698,"Poland","Germany"
15700,"Germany","Germany"
15700,"Poland","Germany"
13009,"Mongolia","USA"
5811,"USA","USA"
5815,"USA","USA"
40299,"Dominican Republic","USA"
57844,"Ecuador","USA"
60382,"Hungary","Germany"
55677,"India","India"
55677,"Pakistan","India"
61034,"Australia","Australia"
61036,"Australia","Australia"
5283,"Tanzania","USA"
5379,"Tanzania","USA"
49678,"Japan","Japan"
11709,"China","China"
25561,"USA","USA"
9815,"South Africa","South Africa"
50851,"Russia","Austria"
37221,"Australia","Belgium"
37221,"Luxembourg","Belgium"
30547,"Germany","Germany"
6967,"USA","USA"
51374,"China","China"
52828,"China","China"
52833,"China","China"
13138,"Morocco","Czech Republic"
14196,"Czechia","Czech Republic"
16051,"Czechia","Czech Republic"
16052,"Czechia","Czech Republic"
16053,"Morocco","Czech Republic"
32720,"China","China"
37441,"China","China"
19786,"China","China"
44911,"China","China"
54115,"China","China"
74458,"France","France"
1956,"USA","USA"
1963,"USA","USA"
13552,"Mexico","USA"
13552,"USA","USA"
1985,"USA","USA"
25297,"Tajikistan","Russia"
6135,"Estonia","Estonia"
26871,"Russia","Russia"
4001,"Russia","Russia"
72,"USA","USA"
15025,"Canada","Canada"
15025,"USA","Canada"
47238,"Denmark","Denmark"
11516,"India","India"
29332,"Malaysia","Malaysia"
154,"UK","UK"
12854,"Kazakhstan","UK"
59081,"Sweden","Sweden"
19421,"China","China"
31362,"China","China"
7218,"Canada","Canada"
54343,"Canada","Canada"
67537,"Canada","Canada"
45767,"Russia","Norway"
48012,"Canada","Canada"
74117,"Pakistan","UK"
55130,"Australia","Australia"
8874,"Poland","Poland"
19919,"Colombia","Georgia"
21261,"Morocco","USA"
33169,"Japan","Japan"
30376,"Russia","Lithuania"
47009,"Colombia","USA"
55352,"UK","UK"
8431,"Germany","Germany"
27753,"USA","UK"
27761,"USA","UK"
44039,"Mongolia","Russia"
38300,"Mongolia","Poland"
7870,"USA","USA"
16597,"Germany","Germany"
2083,"USA","USA"
33383,"Brazil","Brazil"
17077,"Japan","Japan"
2087,"USA","USA"
58788,"France","USA"
31481,"USA","USA"
10476,"Russia","Russia"
67469,"Czechia","Slovakia"
40279,"Russia","Poland"
50924,"Russia","Poland"
13777,"USA","USA"
49143,"Russia","Russia"
16635,"Armenia","Russia"
8812,"New Zealand","New Zealand"
34654,"Japan","Japan"
23333,"Slovenia","Slovenia"
54720,"Russia","Czech Republic"
54929,"Poland","Czech Republic"
54929,"Russia","Czech Republic"
19227,"Albania","Austria"
19229,"Albania","Austria"
7773,"USA","USA"
28360,"Kazakhstan","Kazakhstan"
26198,"Slovenia","Croatia"
9136,"Greece","Greece"
69299,"Greece","Greece"
41287,"Russia","Russia"
8378,"Poland","Poland"
9834,"Russia","Russia"
17687,"France","Germany"
855,"Australia","Australia"
16123,"USA","USA"
59899,"India","India"
68689,"Kenya","Japan"
45879,"Australia","Russia"
17231,"China","Japan"
11148,"Argentina","Argentina"
26489,"USA","USA"
211,"China","USA"
53239,"Australia","Australia"
62443,"Australia","Australia"
58878,"France","France"
56171,"New Zealand","New Zealand"
28941,"South Africa","Australia"
28941,"Zambia","Australia"
29616,"Brazil","UK"
29616,"China","UK"
29616,"South Africa","UK"
58558,"USA","France"
27798,"Afghanistan","Tajikistan"
27798,"Tajikistan","Tajikistan"
40296,"Dominican Republic","USA"
4034,"China","China"
47546,"Mexico","USA"
2228,"USA","USA"
69826,"Sweden","Sweden"
32290,"USA","USA"
57035,"Kazakhstan","Russia"
57035,"Mongolia","Russia"
57670,"Kazakhstan","Russia"
2314,"USA","USA"
10579,"Mexico","USA"
43889,"USA","USA"
38954,"Russia","Russia"
62588,"Colombia","USA"
25454,"Italy","Italy"
46970,"Colombia","USA"
25424,"Hungary","Hungary"
7776,"USA","USA"
57687,"Switzerland","Germany"
58066,"Germany","Germany"
39068,"Russia","Russia"
50767,"Russia","Russia"
18279,"USA","USA"
2404,"USA","USA"
52583,"Brazil","Brazil"
55907,"Brazil","Brazil"
55909,"Brazil","Brazil"
66595,"Brazil","Brazil"
26826,"Russia","Russia"
32165,"France","France"
24073,"Argentina","Argentina"
7584,"China","USA"
7584,"Croatia","USA"
7584,"Ethiopia","USA"
7584,"France","USA"
7584,"Georgia","USA"
7584,"Hungary","USA"
7584,"India","USA"
7584,"Italy","USA"
7584,"Kazakhstan","USA"
7584,"Romania","USA"
7584,"Russia","USA"
7584,"Slovakia","USA"
7584,"South Africa","USA"
7584,"Spain","USA"
7584,"Syria","USA"
7584,"Tajikistan","USA"
7584,"Uzbekistan","USA"
10578,"Mexico","USA"
11485,"USA","USA"
13474,"Germany","Germany"
31692,"India","Germany"
41424,"Thailand","France"
46711,"Colombia","USA"
47018,"Colombia","USA"
45515,"Dominican Republic","Portugal"
53117,"Dominican Republic","Portugal"
8240,"Russia","Russia"
2582,"USA","USA"
2583,"USA","Italy"
35794,"Canada","Canada"
43809,"Egypt","USA"
72829,"Canada","Canada"
69815,"China","USA"
46537,"New Zealand","Australia"
2603,"Mexico","Mexico"
